index,accuracy,latitude,longitude,timestamp,tdiff,geodist,location,day,week,month,year,visit_time
0,28,19.0332048,72.8389898,2018-01-03 11:12:44.470,406,53,"(19.0332048, 72.838989799999993)",2,1,1,2018,876
1,25,19.033091,72.838848,2018-01-03 11:48:32.737,1271,20,"(19.033090999999999, 72.838847999999999)",2,1,1,2018,1197
2,20,19.0551184,72.8520868,2018-01-03 12:45:27.283,145,74,"(19.055118400000001, 72.852086799999995)",2,1,1,2018,1571
3,20,19.0551184,72.8520868,2018-01-03 14:45:06.261,5604,0,"(19.055118400000001, 72.852086799999995)",2,1,1,2018,5716
4,27,19.1365367,72.8315405,2018-01-06 11:34:30.178,29,102,"(19.136536700000001, 72.831540500000003)",5,1,1,2018,407
5,5,19.0987264,72.8459972,2018-01-10 09:03:26.000,15,66,"(19.0987264, 72.845997199999999)",2,2,1,2018,2849
6,24,19.097369,72.8500018,2018-01-10 09:51:56.578,58,80,"(19.097369, 72.850001800000001)",2,2,1,2018,803
7,50,19.054599,72.852072,2018-01-10 10:25:34.945,405,63,"(19.054599, 72.852072000000007)",2,2,1,2018,9039
8,26,19.05454,72.8525063,2018-01-10 14:10:53.768,141,84,"(19.054539999999999, 72.852506300000002)",2,2,1,2018,5083
9,35,19.0547683,72.8520291,2018-01-10 20:37:02.385,18073,28,"(19.054768299999999, 72.852029099999996)",2,2,1,2018,13675
10,24,19.0549294,72.8521892,2018-01-11 01:52:40.379,1801,31,"(19.054929399999999, 72.852189199999998)",3,2,1,2018,2968
11,29,19.0768199,72.834551,2018-01-13 11:00:13.591,57,68,"(19.0768199, 72.834551000000005)",5,2,1,2018,6412
12,25,19.0547944,72.8522412,2018-01-13 14:37:25.439,5285,1518,"(19.054794399999999, 72.852241199999995)",5,2,1,2018,981
13,45,19.0547586,72.8520284,2018-01-13 18:11:51.482,11624,33,"(19.0547586, 72.852028399999995)",5,2,1,2018,2500
14,50,19.0548479,72.8519756,2018-01-13 19:50:05.668,3392,8,"(19.054847899999999, 72.851975600000003)",5,2,1,2018,369
15,30,19.0547809,72.8520993,2018-01-14 02:42:57.537,1250,13,"(19.054780900000001, 72.852099300000006)",6,2,1,2018,467
16,20,19.0551138,72.8520897,2018-01-14 06:57:15.414,14789,27,"(19.055113800000001, 72.852089699999993)",6,2,1,2018,3096
17,25,19.0547497,72.8522135,2018-01-14 08:53:35.153,2252,3,"(19.054749699999999, 72.852213500000005)",6,2,1,2018,647
18,24,19.1072651,72.8369048,2018-01-16 01:35:01.035,58,175,"(19.107265099999999, 72.836904799999999)",1,3,1,2018,23983
19,27,19.0545562,72.8523365,2018-01-16 09:01:23.433,17,58,"(19.0545562, 72.852336500000007)",1,3,1,2018,2368
20,48,19.0549791,72.8521896,2018-01-16 11:26:26.978,6331,9,"(19.054979100000001, 72.852189600000003)",1,3,1,2018,1582
21,24,19.0545701,72.8522511,2018-01-16 14:27:45.306,63,53,"(19.054570099999999, 72.852251100000004)",1,3,1,2018,598
22,24,19.0545993,72.8522808,2018-01-16 16:15:08.077,5843,16,"(19.0545993, 72.852280800000003)",1,3,1,2018,874
23,26,19.0546109,72.8522526,2018-01-17 01:28:50.606,32347,2,"(19.0546109, 72.8522526)",2,3,1,2018,622
24,25,19.05472,72.8522452,2018-01-17 03:19:16.826,3086,8,"(19.05472, 72.852245199999999)",2,3,1,2018,1007
25,20,19.1071809,72.8372098,2018-01-17 05:01:40.683,3600,55,"(19.107180899999999, 72.837209799999997)",2,3,1,2018,20752
26,26,19.054605,72.8522765,2018-01-17 11:12:52.153,64,144,"(19.054604999999999, 72.852276500000002)",2,3,1,2018,2800
27,33,19.0548579,72.8520924,2018-01-17 12:21:18.470,1294,14,"(19.054857899999998, 72.852092400000004)",2,3,1,2018,503
28,20,19.0551138,72.8520897,2018-01-17 12:56:43.523,1620,43,"(19.055113800000001, 72.852089699999993)",2,3,1,2018,10211
29,27,19.0547168,72.8522461,2018-01-17 16:10:15.397,1375,1,"(19.054716800000001, 72.852246100000002)",2,3,1,2018,6522
30,23,19.0551077,72.8520865,2018-01-17 18:22:10.816,1371,1,"(19.055107700000001, 72.852086499999999)",2,3,1,2018,1978
31,30,19.0548581,72.8520917,2018-01-18 01:12:27.384,1203,7,"(19.054858100000001, 72.852091700000003)",3,3,1,2018,1037
32,44,19.054752,72.8517027,2018-01-18 02:20:08.881,3023,47,"(19.054752000000001, 72.851702700000004)",3,3,1,2018,634
33,20,19.0551138,72.8520897,2018-01-18 03:15:26.386,1261,72,"(19.055113800000001, 72.852089699999993)",3,3,1,2018,2912
34,24,19.1072432,72.8370297,2018-01-18 04:41:07.580,61,107,"(19.107243199999999, 72.837029700000002)",3,3,1,2018,3374
35,20,19.1072324,72.8371315,2018-01-18 06:24:56.925,2845,1,"(19.107232400000001, 72.837131499999998)",3,3,1,2018,2222
36,23,19.1075442,72.837202,2018-01-18 08:05:47.465,3823,36,"(19.1075442, 72.837202000000005)",3,3,1,2018,10020
37,35,19.0546439,72.8522396,2018-01-18 12:37:16.402,401,1213,"(19.054643899999999, 72.852239600000004)",3,3,1,2018,1158
38,20,19.0154702,72.828164,2018-01-18 14:01:01.126,3129,0,"(19.015470199999999, 72.828164000000001)",3,3,1,2018,517
39,20,19.0551138,72.8520897,2018-01-18 16:15:58.659,4244,53,"(19.055113800000001, 72.852089699999993)",3,3,1,2018,4501
40,26,19.054695,72.8520226,2018-01-19 02:56:03.072,33886,47,"(19.054694999999999, 72.852022599999998)",4,3,1,2018,725
41,28,19.1073047,72.8368027,2018-01-19 04:53:00.114,58,298,"(19.1073047, 72.836802700000007)",4,3,1,2018,25253
42,26,19.054577,72.8522471,2018-01-19 13:09:05.151,2286,17,"(19.054576999999998, 72.8522471)",4,3,1,2018,801
43,24,19.0545497,72.8515618,2018-01-19 14:12:48.591,1665,87,"(19.054549699999999, 72.851561799999999)",4,3,1,2018,7477
44,20,19.0545497,72.8515618,2018-01-19 16:46:18.735,1715,0,"(19.054549699999999, 72.851561799999999)",4,3,1,2018,3833
45,16,19.1071037,72.8368301,2018-01-20 01:29:41.000,15,267,"(19.1071037, 72.8368301)",5,3,1,2018,11073
46,20,19.1072102,72.837146,2018-01-20 05:20:52.712,2764,0,"(19.107210200000001, 72.837146000000004)",5,3,1,2018,1224
47,36,19.1072646,72.8372343,2018-01-20 06:05:05.640,1425,11,"(19.107264600000001, 72.837234300000006)",5,3,1,2018,6597
48,32,19.0545497,72.8515618,2018-01-20 12:31:39.861,5491,83,"(19.054549699999999, 72.851561799999999)",5,3,1,2018,364
49,24,19.0546981,72.8522483,2018-01-20 13:30:10.800,3146,74,"(19.0546981, 72.852248299999999)",5,3,1,2018,2038
50,20,19.0154571,72.8281813,2018-01-20 15:11:58.972,3888,5049,"(19.015457099999999, 72.828181299999997)",5,3,1,2018,928
51,25,19.0544843,72.8522886,2018-01-20 15:36:52.765,59,53,"(19.054484299999999, 72.852288599999994)",5,3,1,2018,2335
52,20,19.0545497,72.8515618,2018-01-20 16:57:34.789,2503,81,"(19.054549699999999, 72.851561799999999)",5,3,1,2018,4154
53,36,19.0547695,72.8516935,2018-01-21 01:57:51.484,28252,28,"(19.054769499999999, 72.851693499999996)",6,3,1,2018,1087
54,26,19.054847,72.8521361,2018-01-21 03:18:34.085,3754,50,"(19.054846999999999, 72.852136099999996)",6,3,1,2018,742
55,20,19.0545497,72.8515618,2018-01-21 05:01:42.079,134,65,"(19.054549699999999, 72.851561799999999)",6,3,1,2018,2889
56,34,19.0545338,72.8521469,2018-01-21 07:39:11.869,4242,23,"(19.054533800000002, 72.852146899999994)",6,3,1,2018,1773
57,25,19.086562,72.889842,2018-01-21 09:28:46.736,65,68,"(19.086562000000001, 72.889842000000002)",6,3,1,2018,2792
58,23,19.0869699,72.8906214,2018-01-21 10:40:20.289,1491,34,"(19.0869699, 72.890621400000001)",6,3,1,2018,2223
59,25,19.08619,72.8888198,2018-01-21 11:24:38.510,60,72,"(19.086189999999998, 72.888819799999993)",6,3,1,2018,3780
60,25,19.0862221,72.8889209,2018-01-21 12:29:03.005,61,65,"(19.086222100000001, 72.888920900000002)",6,3,1,2018,1220
61,24,19.0857434,72.8892282,2018-01-21 12:50:32.777,61,53,"(19.085743399999998, 72.889228200000005)",6,3,1,2018,598
62,32,19.0546557,72.8523808,2018-01-21 14:40:23.242,5068,2992,"(19.054655700000001, 72.852380800000006)",6,3,1,2018,989
63,24,19.0544978,72.8522999,2018-01-21 15:36:54.382,2400,12,"(19.0544978, 72.852299900000006)",6,3,1,2018,2705
64,27,19.0548219,72.8522933,2018-01-22 02:35:05.569,35007,30,"(19.0548219, 72.852293299999999)",0,4,1,2018,1561
65,25,19.1071754,72.8369502,2018-01-22 03:53:03.776,63,448,"(19.107175399999999, 72.836950200000004)",0,4,1,2018,673
66,31,19.1076927,72.8376896,2018-01-22 04:06:29.000,15,128,"(19.107692700000001, 72.837689600000004)",0,4,1,2018,1089
67,25,19.1075598,72.8371773,2018-01-22 04:48:51.065,1450,1,"(19.107559800000001, 72.837177299999993)",0,4,1,2018,15813
68,28,19.1081108,72.8389885,2018-01-22 09:25:39.608,120,74,"(19.108110799999999, 72.838988499999999)",0,4,1,2018,794
69,24,19.1081014,72.8388129,2018-01-22 09:45:09.163,119,88,"(19.108101399999999, 72.838812899999994)",0,4,1,2018,1206
70,25,19.1072314,72.8369948,2018-01-22 10:09:21.712,120,73,"(19.1072314, 72.836994799999999)",0,4,1,2018,1626
71,27,19.0545161,72.8523787,2018-01-22 11:05:52.320,169,673,"(19.054516100000001, 72.852378700000003)",0,4,1,2018,1257
72,20,19.0545497,72.8515618,2018-01-22 12:21:00.584,489,67,"(19.054549699999999, 72.851561799999999)",0,4,1,2018,500
73,22,19.0545497,72.8515618,2018-01-22 12:35:01.151,173,72,"(19.054549699999999, 72.851561799999999)",0,4,1,2018,5527
74,39,19.0548801,72.8519898,2018-01-22 18:48:50.571,15242,34,"(19.054880099999998, 72.851989799999998)",0,4,1,2018,5219
75,15,19.1069185,72.8368605,2018-01-23 01:32:13.000,135,550,"(19.106918499999999, 72.8368605)",1,4,1,2018,1773
76,23,19.1072102,72.837146,2018-01-23 03:08:15.103,3982,0,"(19.107210200000001, 72.837146000000004)",1,4,1,2018,11639
77,30,19.1072102,72.837146,2018-01-23 07:04:52.235,2528,0,"(19.107210200000001, 72.837146000000004)",1,4,1,2018,4446
78,20,19.0545497,72.8515618,2018-01-23 09:05:36.594,994,907,"(19.054549699999999, 72.851561799999999)",1,4,1,2018,4258
79,20,19.0545497,72.8515618,2018-01-23 10:50:44.888,2034,0,"(19.054549699999999, 72.851561799999999)",1,4,1,2018,1962
80,32,19.0547408,72.8521867,2018-01-23 12:48:39.257,125,278,"(19.054740800000001, 72.852186700000004)",1,4,1,2018,553
81,20,19.0545497,72.8515618,2018-01-23 14:55:19.676,1359,92,"(19.054549699999999, 72.851561799999999)",1,4,1,2018,383
82,20,19.0545497,72.8515618,2018-01-24 02:46:26.879,4904,72,"(19.054549699999999, 72.851561799999999)",2,4,1,2018,2845
83,24,19.1072733,72.8370652,2018-01-24 04:00:32.652,60,181,"(19.107273299999999, 72.837065199999998)",2,4,1,2018,24296
84,20,19.0540649,72.8506553,2018-01-24 11:27:16.570,185,182,"(19.0540649, 72.8506553)",2,4,1,2018,4941
85,20,19.0154584,72.8281809,2018-01-24 14:18:00.535,4395,0,"(19.0154584, 72.828180900000007)",2,4,1,2018,461
86,20,19.0540649,72.8506553,2018-01-24 14:37:51.777,312,171,"(19.0540649, 72.8506553)",2,4,1,2018,1152
87,29,19.0692848,72.867109,2018-01-24 15:15:41.252,115,64,"(19.069284799999998, 72.867108999999999)",2,4,1,2018,7614
88,25,19.0546006,72.8523024,2018-01-24 17:35:48.566,76,186,"(19.054600600000001, 72.852302399999999)",2,4,1,2018,976
89,25,19.0546955,72.8523612,2018-01-25 02:22:44.215,30636,2,"(19.054695500000001, 72.852361200000004)",3,4,1,2018,1685
90,25,19.1072441,72.8369513,2018-01-25 03:57:20.759,59,463,"(19.107244099999999, 72.836951299999996)",3,4,1,2018,24790
91,32,19.0548165,72.8520464,2018-01-25 16:35:27.185,8204,25,"(19.054816500000001, 72.852046400000006)",3,4,1,2018,2213
92,25,19.054728,72.8518858,2018-01-25 21:59:13.157,1462,7,"(19.054728000000001, 72.851885800000005)",3,4,1,2018,931
93,31,19.0548189,72.8518923,2018-01-25 23:09:24.041,1499,1,"(19.054818900000001, 72.851892300000003)",3,4,1,2018,1923
94,25,19.054762,72.8519082,2018-01-26 00:18:40.039,2231,3,"(19.054762, 72.851908199999997)",4,4,1,2018,1872
95,25,19.0547379,72.8522577,2018-01-26 02:58:21.968,7708,38,"(19.054737899999999, 72.852257699999996)",4,4,1,2018,493
96,20,19.0540649,72.8506553,2018-01-26 04:03:16.132,3400,187,"(19.0540649, 72.8506553)",4,4,1,2018,36808
97,23,19.0540649,72.8506553,2018-01-26 14:44:05.257,1543,0,"(19.0540649, 72.8506553)",4,4,1,2018,5377
98,20,19.0540649,72.8506553,2018-01-26 17:33:01.791,486,168,"(19.0540649, 72.8506553)",4,4,1,2018,5820
99,30,19.0540649,72.8506553,2018-01-27 00:42:53.176,19962,0,"(19.0540649, 72.8506553)",5,4,1,2018,1535
100,25,19.106879,72.8368866,2018-01-27 01:24:52.201,30,149,"(19.106878999999999, 72.8368866)",5,4,1,2018,25591
101,35,19.1081302,72.8392386,2018-01-27 08:37:53.377,61,102,"(19.108130200000002, 72.839238600000002)",5,4,1,2018,972
102,40,19.0691952,72.8665987,2018-01-27 09:39:56.448,439,514,"(19.069195199999999, 72.866598699999997)",5,4,1,2018,1788
103,27,19.0689414,72.8670076,2018-01-27 10:12:04.124,132,57,"(19.0689414, 72.867007599999994)",5,4,1,2018,1214
104,26,19.0686997,72.8666797,2018-01-27 10:34:31.912,130,76,"(19.0686997, 72.866679700000006)",5,4,1,2018,2710
105,32,19.0691949,72.866555,2018-01-27 11:22:01.467,128,66,"(19.069194899999999, 72.866555000000005)",5,4,1,2018,2330
106,42,19.0547257,72.8522462,2018-01-27 13:27:43.942,4783,1540,"(19.054725699999999, 72.852246199999996)",5,4,1,2018,724
107,23,19.0561086,72.8476566,2018-01-27 13:44:24.092,121,133,"(19.056108600000002, 72.847656599999993)",5,4,1,2018,561
108,30,19.0549481,72.8517856,2018-01-27 16:36:22.832,1408,42,"(19.054948100000001, 72.851785599999999)",5,4,1,2018,2441
109,31,19.0547827,72.8519041,2018-01-27 17:48:22.374,1875,13,"(19.054782700000001, 72.851904099999999)",5,4,1,2018,2243
110,45,19.0548467,72.8520137,2018-01-27 18:51:11.196,1525,23,"(19.054846699999999, 72.852013700000001)",5,4,1,2018,1609
111,22,19.0547857,72.8522436,2018-01-28 01:41:27.990,23005,20,"(19.0547857, 72.852243599999994)",6,4,1,2018,1423
112,28,19.054723,72.8523109,2018-01-28 02:28:29.909,1395,20,"(19.054722999999999, 72.852310900000006)",6,4,1,2018,5486
113,26,19.0540649,72.8506553,2018-01-28 04:14:45.288,882,183,"(19.0540649, 72.8506553)",6,4,1,2018,1422
114,30,19.0545981,72.8522662,2018-01-28 04:42:33.234,243,180,"(19.0545981, 72.852266200000003)",6,4,1,2018,907
115,33,19.0546847,72.852232,2018-01-28 05:31:21.444,2018,13,"(19.054684699999999, 72.852232000000001)",6,4,1,2018,801
116,20,19.0540649,72.8506553,2018-01-28 07:17:36.707,5571,177,"(19.0540649, 72.8506553)",6,4,1,2018,13038
117,30,19.0540649,72.8506553,2018-01-28 15:22:36.012,3035,177,"(19.0540649, 72.8506553)",6,4,1,2018,12113
118,26,19.0546883,72.8521444,2018-01-29 02:49:22.673,29066,171,"(19.054688299999999, 72.8521444)",0,5,1,2018,1353
119,23,19.1075505,72.8371197,2018-01-29 05:17:16.803,5880,28,"(19.107550499999999, 72.837119700000002)",0,5,1,2018,1555
120,20,19.1071962,72.8371568,2018-01-29 05:59:13.029,959,52,"(19.107196200000001, 72.837156800000002)",0,5,1,2018,17143
121,27,19.1002612,72.8427166,2018-01-29 11:11:38.955,59,58,"(19.100261199999998, 72.842716600000003)",0,5,1,2018,758
122,24,19.0545679,72.8522482,2018-01-29 12:25:30.863,1355,19,"(19.054567899999999, 72.852248200000005)",0,5,1,2018,1288
123,24,19.1072635,72.8369935,2018-01-30 01:33:05.987,64,165,"(19.107263499999998, 72.836993500000005)",1,5,1,2018,578
124,23,19.1072231,72.83716,2018-01-30 02:20:21.242,2256,3,"(19.107223099999999, 72.837159999999997)",1,5,1,2018,21389
125,25,19.1082624,72.838623,2018-01-30 08:23:42.874,120,54,"(19.108262400000001, 72.838622999999998)",1,5,1,2018,310
126,28,19.0714878,72.8375417,2018-01-31 11:02:53.678,95,445,"(19.0714878, 72.837541700000003)",2,5,1,2018,1589
127,24,19.1072804,72.8369194,2018-02-03 01:31:51.847,120,638,"(19.1072804, 72.836919399999999)",5,5,2,2018,24347
128,25,19.0545904,72.8523395,2018-02-03 08:49:04.754,243,597,"(19.054590399999999, 72.852339499999999)",5,5,2,2018,716
129,28,19.0547775,72.8521191,2018-02-03 09:50:16.046,2952,16,"(19.0547775, 72.852119099999996)",5,5,2,2018,5409
130,24,19.0546821,72.8523043,2018-02-03 12:14:05.711,2464,8,"(19.054682100000001, 72.8523043)",5,5,2,2018,1323
131,20,19.055173,72.8521146,2018-02-03 13:19:00.997,711,57,"(19.055173, 72.852114599999993)",5,5,2,2018,6166
132,20,19.055173,72.8521146,2018-02-03 17:17:55.300,2161,85,"(19.055173, 72.852114599999993)",5,5,2,2018,4332
133,20,19.055173,72.8521146,2018-02-04 03:08:23.067,31088,0,"(19.055173, 72.852114599999993)",6,5,2,2018,13508
134,34,19.0546122,72.8520601,2018-02-04 06:56:02.574,120,62,"(19.054612200000001, 72.852060100000003)",6,5,2,2018,1054
135,20,19.055173,72.8521146,2018-02-04 07:24:19.837,642,72,"(19.055173, 72.852114599999993)",6,5,2,2018,1705
136,25,19.054553,72.8523468,2018-02-04 07:54:50.564,122,73,"(19.054552999999999, 72.852346800000007)",6,5,2,2018,1065
137,22,19.055173,72.8521146,2018-02-04 09:26:37.465,4437,0,"(19.055173, 72.852114599999993)",6,5,2,2018,5727
138,50,19.0551525,72.8521239,2018-02-04 11:25:19.020,1381,2,"(19.055152499999998, 72.852123899999995)",6,5,2,2018,3404
139,26,19.0546728,72.8521182,2018-02-04 12:30:25.227,492,55,"(19.054672799999999, 72.852118200000007)",6,5,2,2018,721
140,50,19.054567,72.851993,2018-02-05 02:58:52.215,34124,9,"(19.054566999999999, 72.851992999999993)",0,6,2,2018,2165
141,24,19.1070654,72.8368143,2018-02-05 03:59:52.887,251,941,"(19.1070654, 72.8368143)",0,6,2,2018,1872
142,23,19.1076098,72.837112,2018-02-05 05:34:04.730,2264,5,"(19.107609799999999, 72.837112000000005)",0,6,2,2018,19036
143,24,19.0549088,72.8520995,2018-02-05 11:35:02.813,71,62,"(19.0549088, 72.852099499999994)",0,6,2,2018,364
144,29,19.0547363,72.8518764,2018-02-05 12:21:32.058,2424,45,"(19.054736299999998, 72.851876399999995)",0,6,2,2018,479
145,27,19.0544489,72.8525199,2018-02-05 12:31:46.618,133,65,"(19.054448900000001, 72.852519900000004)",0,6,2,2018,1956
146,20,19.055173,72.8521146,2018-02-05 13:33:49.256,1760,91,"(19.055173, 72.852114599999993)",0,6,2,2018,30615
147,25,19.0548211,72.8522376,2018-02-06 00:37:10.797,9129,41,"(19.054821100000002, 72.852237599999995)",1,6,2,2018,2173
148,20,19.1072528,72.8370926,2018-02-06 01:34:38.666,60,64,"(19.107252800000001, 72.837092600000005)",1,6,2,2018,24164
149,20,19.055173,72.8521146,2018-02-06 09:36:51.616,2407,56,"(19.055173, 72.852114599999993)",1,6,2,2018,9042
150,24,19.0567055,72.8474489,2018-02-06 12:23:17.872,123,61,"(19.0567055, 72.847448900000003)",1,6,2,2018,595
151,27,19.0544456,72.8524844,2018-02-06 12:55:08.011,234,208,"(19.054445600000001, 72.852484399999994)",1,6,2,2018,317
152,50,19.0551005,72.852138,2018-02-06 14:07:55.447,254,85,"(19.055100500000002, 72.852137999999997)",1,6,2,2018,2684
153,20,19.055173,72.8521146,2018-02-06 15:23:32.806,1849,3,"(19.055173, 72.852114599999993)",1,6,2,2018,10765
154,27,19.1071246,72.8369919,2018-02-07 03:59:14.843,60,371,"(19.107124599999999, 72.836991900000001)",2,6,2,2018,23722
155,20,19.055187,72.8521474,2018-02-12 11:26:50.860,3078,5972,"(19.055187, 72.852147400000007)",0,7,2,2018,5515
156,24,19.0547201,72.8519881,2018-02-12 13:07:01.273,59,56,"(19.054720100000001, 72.8519881)",0,7,2,2018,1164
157,50,19.0551251,72.852165,2018-02-12 13:30:38.130,247,74,"(19.055125100000001, 72.852164999999999)",0,7,2,2018,745
158,45,19.055187,72.8521474,2018-02-12 14:03:39.384,1234,0,"(19.055187, 72.852147400000007)",0,7,2,2018,856
159,21,19.055187,72.8521474,2018-02-12 14:27:01.300,395,5484,"(19.055187, 72.852147400000007)",0,7,2,2018,536
160,20,19.055187,72.8521474,2018-02-12 15:08:33.147,1954,0,"(19.055187, 72.852147400000007)",0,7,2,2018,33119
161,39,19.0128147,72.8251578,2018-02-14 11:30:08.664,439,5343,"(19.0128147, 72.825157799999999)",2,7,2,2018,362
162,48,19.0128147,72.8251578,2018-02-14 11:50:23.879,488,5433,"(19.0128147, 72.825157799999999)",2,7,2,2018,608
163,48,19.055187,72.8521474,2018-02-14 12:06:45.744,372,5484,"(19.055187, 72.852147400000007)",2,7,2,2018,361
164,25,19.0547026,72.8522861,2018-02-14 13:31:33.853,3351,3,"(19.054702599999999, 72.852286100000001)",2,7,2,2018,615
165,42,19.055187,72.8521474,2018-02-14 14:20:38.458,122,55,"(19.055187, 72.852147400000007)",2,7,2,2018,3190
166,20,19.055187,72.8521474,2018-02-14 15:45:12.708,1876,0,"(19.055187, 72.852147400000007)",2,7,2,2018,12851
167,20,19.055187,72.8521474,2018-02-15 02:32:31.720,25966,44,"(19.055187, 72.852147400000007)",3,7,2,2018,6931
168,24,19.1070239,72.8368943,2018-02-15 04:58:12.602,120,493,"(19.107023900000002, 72.836894299999997)",3,7,2,2018,17616
169,24,19.1071789,72.8371494,2018-02-15 10:55:33.848,3779,24,"(19.107178900000001, 72.837149400000001)",3,7,2,2018,4022
170,24,19.0545516,72.8524533,2018-02-15 12:49:02.041,125,641,"(19.0545516, 72.852453299999993)",3,7,2,2018,354
171,19,19.055187,72.8521474,2018-02-15 14:44:20.315,6562,62,"(19.055187, 72.852147400000007)",3,7,2,2018,3282
172,16,19.055187,72.8521474,2018-02-15 16:29:23.536,3013,0,"(19.055187, 72.852147400000007)",3,7,2,2018,12895
173,16,19.055187,72.8521474,2018-02-16 03:07:13.888,398,57,"(19.055187, 72.852147400000007)",4,7,2,2018,4716
174,38,19.107279,72.8368229,2018-02-16 05:06:08.611,60,405,"(19.107278999999998, 72.836822900000001)",4,7,2,2018,18959
175,29,19.1071667,72.8370537,2018-02-16 10:26:49.297,118,60,"(19.107166700000001, 72.837053699999998)",4,7,2,2018,5460
176,41,19.0545591,72.8522262,2018-02-16 12:38:55.790,108,440,"(19.054559099999999, 72.852226200000004)",4,7,2,2018,481
177,17,19.055187,72.8521474,2018-02-16 13:54:02.370,4025,52,"(19.055187, 72.852147400000007)",4,7,2,2018,1446
178,37,19.055187,72.8521474,2018-02-16 14:22:16.231,123,5484,"(19.055187, 72.852147400000007)",4,7,2,2018,3170
179,31,19.0548168,72.8521611,2018-02-16 16:01:25.737,2769,41,"(19.054816800000001, 72.852161100000004)",4,7,2,2018,9514
180,30,19.1072414,72.836974,2018-02-17 01:33:16.870,31,165,"(19.107241399999999, 72.836973999999998)",5,7,2,2018,24094
181,50,19.1083246,72.8377959,2018-02-17 08:19:54.854,114,113,"(19.1083246, 72.837795900000003)",5,7,2,2018,527
182,26,19.0551763,72.8521513,2018-02-17 09:01:15.626,111,64,"(19.055176299999999, 72.852151300000003)",5,7,2,2018,419
183,28,19.0821059,72.9961511,2018-02-17 11:39:09.375,2379,131,"(19.082105899999998, 72.996151100000006)",5,7,2,2018,2875
184,16,19.055187,72.8521474,2018-02-17 13:38:26.042,1342,101,"(19.055187, 72.852147400000007)",5,7,2,2018,3462
185,19,19.055187,72.8521474,2018-02-17 15:03:00.430,1599,0,"(19.055187, 72.852147400000007)",5,7,2,2018,13734
186,16,19.055187,72.8521474,2018-02-18 02:49:14.298,28609,0,"(19.055187, 72.852147400000007)",6,7,2,2018,525
187,37,19.055187,72.8521474,2018-02-18 03:18:49.397,1248,8,"(19.055187, 72.852147400000007)",6,7,2,2018,26323
188,16,19.055187,72.8521474,2018-02-18 11:39:25.133,3636,0,"(19.055187, 72.852147400000007)",6,7,2,2018,12164
189,35,19.055187,72.8521474,2018-02-18 15:06:37.280,120,5484,"(19.055187, 72.852147400000007)",6,7,2,2018,6701
190,28,19.055187,72.8521474,2018-02-18 17:06:51.856,121,5484,"(19.055187, 72.852147400000007)",6,7,2,2018,3525
191,16,19.055187,72.8521474,2018-02-18 18:27:16.898,1289,0,"(19.055187, 72.852147400000007)",6,7,2,2018,546
192,28,19.0545927,72.8523174,2018-02-18 18:42:31.126,365,68,"(19.054592700000001, 72.852317400000004)",6,7,2,2018,467
193,44,19.0550277,72.8520922,2018-02-19 05:20:36.967,297,123,"(19.0550277, 72.852092200000001)",0,8,2,2018,9993
194,42,19.0554551,72.8510101,2018-02-19 08:58:21.421,3046,123,"(19.0554551, 72.851010099999996)",0,8,2,2018,1875
195,16,19.0550277,72.8520922,2018-02-19 10:10:31.580,628,123,"(19.0550277, 72.852092200000001)",0,8,2,2018,20969
196,16,19.0550277,72.8520922,2018-02-19 16:07:03.667,244,63,"(19.0550277, 72.852092200000001)",0,8,2,2018,926
197,39,19.0546453,72.8523154,2018-02-20 01:52:13.667,30252,157,"(19.054645300000001, 72.852315399999995)",1,8,2,2018,2886
198,34,19.0636576,72.8625183,2018-02-20 04:29:03.215,129,100,"(19.063657599999999, 72.862518300000005)",1,8,2,2018,2326
199,44,19.0551394,72.8517403,2018-02-20 05:41:13.292,1003,84,"(19.055139400000002, 72.851740300000003)",1,8,2,2018,12748
200,28,19.0546631,72.8519752,2018-02-20 09:54:05.789,2393,42,"(19.054663099999999, 72.851975199999998)",1,8,2,2018,18432
201,28,19.0546411,72.8522936,2018-02-20 15:22:42.092,1223,48,"(19.054641100000001, 72.852293599999996)",1,8,2,2018,4261
202,16,19.0550277,72.8520922,2018-02-20 16:56:34.667,1363,49,"(19.0550277, 72.852092200000001)",1,8,2,2018,2476
203,47,19.0546453,72.8523154,2018-02-21 00:56:50.090,26330,48,"(19.054645300000001, 72.852315399999995)",2,8,2,2018,803
204,31,19.0543583,72.8519651,2018-02-21 01:15:02.414,288,58,"(19.054358300000001, 72.851965100000001)",2,8,2,2018,4602
205,26,19.0653171,72.858901,2018-02-21 02:42:01.773,120,55,"(19.065317100000001, 72.858901000000003)",2,8,2,2018,364
206,29,19.0656396,72.8614437,2018-02-21 04:15:58.614,119,103,"(19.065639600000001, 72.861443699999995)",2,8,2,2018,1091
207,39,19.0654095,72.8590019,2018-02-21 05:57:20.538,145,69,"(19.065409500000001, 72.859001899999996)",2,8,2,2018,357
208,16,19.0550277,72.8520922,2018-02-21 06:48:14.201,1190,63,"(19.0550277, 72.852092200000001)",2,8,2,2018,21009
209,30,19.0545939,72.8522994,2018-02-21 15:09:45.730,2627,166,"(19.0545939, 72.852299400000007)",2,8,2,2018,4217
210,31,19.0127202,72.8255501,2018-02-21 16:23:46.706,216,5453,"(19.0127202, 72.825550100000001)",2,8,2,2018,310
