index,accuracy,latitude,longitude,timestamp,tdiff,geodist,location,day,week,month,year,visit_time
852,17,19.0766048,72.862571,2018-04-24 10:49:37.000,402,1104,"(19.076604799999998, 72.862571000000003)",1,17,4,2018,3144
853,16,19.0766527,72.862242,2018-04-24 12:51:23.745,4155,3,"(19.0766527, 72.862241999999995)",1,17,4,2018,2137
854,16,19.0766527,72.862242,2018-04-24 13:50:14.103,1388,0,"(19.0766527, 72.862241999999995)",1,17,4,2018,10349
855,50,19.0766737,72.8622756,2018-04-24 17:03:53.676,1243,0,"(19.076673700000001, 72.862275600000004)",1,17,4,2018,1510
856,50,19.0766626,72.8622654,2018-04-24 23:55:23.656,9594,0,"(19.076662599999999, 72.862265399999998)",1,17,4,2018,3029
857,50,19.0766858,72.8623047,2018-04-25 01:11:23.247,1522,0,"(19.0766858, 72.862304699999996)",2,17,4,2018,2042
858,10,19.1071461,72.8370356,2018-04-25 02:02:46.000,154,520,"(19.107146100000001, 72.837035599999993)",2,17,4,2018,3638
859,17,19.1072234,72.8370998,2018-04-25 03:24:12.594,1236,0,"(19.107223399999999, 72.837099800000004)",2,17,4,2018,4087
860,27,19.1073613,72.8370707,2018-04-25 05:56:48.668,5055,6,"(19.107361300000001, 72.837070699999998)",2,17,4,2018,1486
861,26,19.1100756,72.8374179,2018-04-25 06:28:03.043,307,257,"(19.110075599999998, 72.837417900000005)",2,17,4,2018,3600
862,27,19.1073318,72.8370479,2018-04-25 07:37:38.490,152,77,"(19.107331800000001, 72.837047900000002)",2,17,4,2018,13721
863,30,19.1072177,72.8372138,2018-04-25 11:47:34.574,1246,20,"(19.1072177, 72.837213800000001)",2,17,4,2018,570
864,16,19.0766527,72.862242,2018-04-27 22:28:23.216,36310,135,"(19.0766527, 72.862241999999995)",4,17,4,2018,4569
865,28,19.0766527,72.862242,2018-04-28 00:06:06.506,1278,0,"(19.0766527, 72.862241999999995)",5,17,4,2018,1293
866,50,19.0766846,72.8622856,2018-04-28 04:17:57.397,12142,6,"(19.0766846, 72.862285600000007)",5,17,4,2018,1763
867,26,19.107173,72.83708,2018-04-28 05:21:20.299,109,58,"(19.107173, 72.83708)",5,17,4,2018,3593
868,26,19.1073423,72.8370634,2018-04-28 07:27:57.942,3999,2,"(19.107342299999999, 72.837063400000005)",5,17,4,2018,4647
869,44,19.1073476,72.8372174,2018-04-28 09:33:58.580,1354,34,"(19.107347600000001, 72.8372174)",5,17,4,2018,1697
870,23,19.1072721,72.8370706,2018-04-28 10:54:19.738,1248,8,"(19.107272099999999, 72.837070600000004)",5,17,4,2018,5483
871,14,19.076528,72.8622148,2018-04-28 12:58:42.000,121,144,"(19.076528, 72.862214800000004)",5,17,4,2018,13757
872,28,19.0766549,72.8622503,2018-04-29 03:47:00.649,39503,1,"(19.076654900000001, 72.862250299999999)",6,17,4,2018,6922
873,16,19.0766527,72.862242,2018-04-29 06:10:04.237,1641,0,"(19.0766527, 72.862241999999995)",6,17,4,2018,2521
874,29,19.0760479,72.8630068,2018-04-29 07:09:31.458,144,87,"(19.076047899999999, 72.863006799999994)",6,17,4,2018,7973
875,16,19.0766527,72.862242,2018-04-29 09:45:15.949,1350,0,"(19.0766527, 72.862241999999995)",6,17,4,2018,1231
876,16,19.0766527,72.862242,2018-04-29 11:07:49.549,3721,0,"(19.0766527, 72.862241999999995)",6,17,4,2018,1170
877,16,19.0766527,72.862242,2018-04-29 12:38:54.380,3060,0,"(19.0766527, 72.862241999999995)",6,17,4,2018,1173
878,32,19.0916722,72.8824169,2018-04-29 16:31:28.872,679,301,"(19.091672200000001, 72.882416899999996)",6,17,4,2018,351
879,30,19.076657,72.8622995,2018-04-29 17:45:04.223,1765,2,"(19.076657000000001, 72.862299500000006)",6,17,4,2018,4398
880,16,19.0766527,72.862242,2018-04-30 03:42:34.722,24922,6,"(19.0766527, 72.862241999999995)",0,18,4,2018,7281
881,29,19.076655,72.8622409,2018-04-30 06:05:41.659,1289,0,"(19.076654999999999, 72.862240900000003)",0,18,4,2018,1750
882,45,19.0767909,72.8623277,2018-04-30 06:54:17.000,444,56,"(19.076790899999999, 72.862327699999994)",0,18,4,2018,4941
883,26,19.076655,72.8622409,2018-04-30 08:37:37.844,1243,0,"(19.076654999999999, 72.862240900000003)",0,18,4,2018,3071
884,29,19.0766404,72.8622462,2018-04-30 09:52:20.715,1401,0,"(19.076640399999999, 72.862246200000001)",0,18,4,2018,1535
885,28,19.0766403,72.8622394,2018-04-30 11:37:31.785,3438,0,"(19.076640300000001, 72.862239400000007)",0,18,4,2018,1839
886,50,19.0766739,72.8622756,2018-04-30 12:40:21.049,1923,35,"(19.076673899999999, 72.862275600000004)",0,18,4,2018,2434
887,28,19.0766435,72.8622468,2018-04-30 13:45:17.012,1453,3,"(19.076643499999999, 72.862246799999994)",0,18,4,2018,20443
888,25,19.0766501,72.8622416,2018-04-30 23:25:37.134,6116,0,"(19.076650099999998, 72.862241600000004)",0,18,4,2018,15877
889,28,19.1187586,72.9381991,2018-05-01 04:11:06.541,184,2023,"(19.1187586, 72.938199100000006)",1,18,5,2018,1088
890,11,19.118744,72.9380358,2018-05-01 04:53:12.948,1434,7,"(19.118744, 72.938035799999994)",1,18,5,2018,2971
891,26,19.099729,72.9156421,2018-05-01 05:58:23.647,128,122,"(19.099729, 72.915642099999999)",1,18,5,2018,2634
892,27,19.0990181,72.9166236,2018-05-01 06:42:43.524,20,88,"(19.099018099999999, 72.916623599999994)",1,18,5,2018,2036
893,28,19.0992985,72.9162903,2018-05-01 07:16:46.291,1,58,"(19.0992985, 72.9162903)",1,18,5,2018,2413
894,29,19.0989277,72.9167597,2018-05-01 08:03:07.783,364,58,"(19.098927700000001, 72.9167597)",1,18,5,2018,2121
895,26,19.099792,72.9155165,2018-05-01 08:43:04.730,251,60,"(19.099792000000001, 72.915516499999995)",1,18,5,2018,1562
896,27,19.0998205,72.916931,2018-05-01 10:31:37.565,3218,121,"(19.0998205, 72.916931000000005)",1,18,5,2018,3568
897,26,19.0993924,72.9166117,2018-05-01 11:31:29.765,15,74,"(19.099392399999999, 72.916611700000004)",1,18,5,2018,2457
898,16,19.076655,72.8622409,2018-05-01 15:27:29.460,11577,6279,"(19.076654999999999, 72.862240900000003)",1,18,5,2018,6097
899,20,19.0765305,72.8618711,2018-05-01 17:09:49.000,16,57,"(19.076530500000001, 72.861871100000002)",1,18,5,2018,7815
900,23,19.0766506,72.8622414,2018-05-01 23:28:48.861,10187,0,"(19.076650600000001, 72.862241400000002)",1,18,5,2018,6236
901,29,19.0766561,72.8622491,2018-05-02 03:34:47.638,7016,1,"(19.076656100000001, 72.8622491)",2,18,5,2018,4143
902,26,19.0766516,72.8622321,2018-05-02 05:12:07.995,1683,1,"(19.076651600000002, 72.8622321)",2,18,5,2018,688
903,50,19.0684637,72.8576173,2018-05-02 06:12:18.735,1542,61,"(19.068463699999999, 72.857617300000001)",2,18,5,2018,2779
904,30,19.0766553,72.8622855,2018-05-02 07:31:26.270,357,255,"(19.076655299999999, 72.862285499999999)",2,18,5,2018,584
905,13,19.1070647,72.8367957,2018-05-02 08:11:36.264,67,346,"(19.107064699999999, 72.836795699999996)",2,18,5,2018,11912
906,29,19.1070198,72.8371387,2018-05-02 12:15:10.409,1402,0,"(19.1070198, 72.837138699999997)",2,18,5,2018,509
907,27,19.0766694,72.8622973,2018-05-02 12:59:53.723,239,80,"(19.0766694, 72.862297299999994)",2,18,5,2018,17753
908,29,19.076655,72.8622409,2018-05-02 23:29:48.134,20003,6,"(19.076654999999999, 72.862240900000003)",2,18,5,2018,11315
909,50,19.0766862,72.8623048,2018-05-03 03:41:25.828,3763,8,"(19.076686200000001, 72.862304800000004)",3,18,5,2018,17999
910,44,19.076655,72.8622409,2018-05-03 09:28:48.197,2796,0,"(19.076654999999999, 72.862240900000003)",3,18,5,2018,17273
911,32,19.0766516,72.8622931,2018-05-03 14:48:05.302,1844,5,"(19.076651600000002, 72.862293100000002)",3,18,5,2018,2491
912,50,19.0766861,72.8623048,2018-05-03 15:59:08.151,1763,2,"(19.0766861, 72.862304800000004)",3,18,5,2018,8519
913,24,19.0766504,72.8622413,2018-05-03 21:55:21.041,10834,0,"(19.076650399999998, 72.862241299999994)",3,18,5,2018,683
914,16,19.0766518,72.8622366,2018-05-03 23:35:02.324,3469,0,"(19.0766518, 72.862236600000003)",3,18,5,2018,7254
915,28,19.0766521,72.8622398,2018-05-04 02:39:19.888,3793,0,"(19.0766521, 72.862239799999998)",4,18,5,2018,6314
916,15,19.1070076,72.8369004,2018-05-04 04:46:16.000,78,202,"(19.107007599999999, 72.836900400000005)",4,18,5,2018,3579
917,31,19.1070198,72.8371387,2018-05-04 06:45:29.445,1831,20,"(19.1070198, 72.837138699999997)",4,18,5,2018,4253
918,29,19.1071792,72.8372397,2018-05-04 08:20:33.979,1441,0,"(19.107179200000001, 72.837239699999998)",4,18,5,2018,6644
919,47,19.0986713,72.8480821,2018-05-04 12:10:53.229,2015,7,"(19.098671299999999, 72.848082099999999)",4,18,5,2018,1032
920,50,19.0766646,72.8622861,2018-05-04 13:30:16.823,2608,4195,"(19.076664600000001, 72.862286100000006)",4,18,5,2018,7328
921,25,19.0766766,72.8622654,2018-05-04 16:16:24.765,2617,5,"(19.076676599999999, 72.862265399999998)",4,18,5,2018,10425
922,26,19.076655,72.8622409,2018-05-05 00:00:05.512,1799,0,"(19.076654999999999, 72.862240900000003)",5,18,5,2018,1010
923,35,19.076655,72.8622409,2018-05-05 01:41:19.853,3822,0,"(19.076654999999999, 72.862240900000003)",5,18,5,2018,17133
924,16,19.076655,72.8622409,2018-05-05 06:52:39.766,1501,0,"(19.076654999999999, 72.862240900000003)",5,18,5,2018,8105
925,10,19.0688574,72.8569596,2018-05-05 09:12:32.000,59,268,"(19.068857399999999, 72.856959599999996)",5,18,5,2018,4766
926,33,19.0766956,72.8622927,2018-05-05 10:43:03.940,60,286,"(19.076695600000001, 72.862292699999998)",5,18,5,2018,5353
927,17,19.076655,72.8622409,2018-05-05 12:32:48.583,1219,3,"(19.076654999999999, 72.862240900000003)",5,18,5,2018,2938
928,7,19.0734135,72.8517072,2018-05-05 13:26:38.000,60,127,"(19.073413500000001, 72.851707200000007)",5,18,5,2018,680
929,7,19.0730501,72.8513308,2018-05-05 13:38:35.000,3,130,"(19.0730501, 72.851330799999999)",5,18,5,2018,558
930,10,19.0765533,72.8622166,2018-05-05 14:20:29.000,62,82,"(19.0765533, 72.862216599999996)",5,18,5,2018,11978
931,16,19.076655,72.8622409,2018-05-06 01:58:00.840,8677,0,"(19.076654999999999, 72.862240900000003)",6,18,5,2018,5215
932,27,19.0766592,72.8622353,2018-05-06 06:14:18.781,10146,1,"(19.076659200000002, 72.862235299999995)",6,18,5,2018,11759
933,30,19.0765966,72.8622437,2018-05-06 10:37:00.634,3972,6,"(19.076596599999998, 72.862243699999993)",6,18,5,2018,25877
934,32,19.076657,72.8622478,2018-05-07 02:01:45.232,23096,1,"(19.076657000000001, 72.862247800000006)",0,19,5,2018,5144
935,31,19.1073011,72.8372084,2018-05-07 03:53:43.546,373,324,"(19.107301100000001, 72.837208399999994)",0,19,5,2018,1225
936,17,19.1071373,72.8372971,2018-05-07 04:41:14.883,1620,0,"(19.107137300000002, 72.837297100000001)",0,19,5,2018,2569
937,20,19.1071674,72.8372303,2018-05-07 06:10:13.511,2764,0,"(19.107167400000002, 72.837230300000002)",0,19,5,2018,1096
938,17,19.1071373,72.8372971,2018-05-07 07:34:23.277,2439,0,"(19.107137300000002, 72.837297100000001)",0,19,5,2018,927
939,23,19.1071373,72.8372971,2018-05-07 08:19:02.198,1746,0,"(19.107137300000002, 72.837297100000001)",0,19,5,2018,9110
940,28,19.1081269,72.8387576,2018-05-07 10:58:04.226,44,60,"(19.108126899999998, 72.838757599999994)",0,19,5,2018,1104
941,20,19.0765253,72.8622698,2018-05-07 11:46:20.000,122,159,"(19.0765253, 72.862269800000007)",0,19,5,2018,413
942,47,19.0766553,72.8622398,2018-05-07 12:45:03.948,1530,0,"(19.076655299999999, 72.862239799999998)",0,19,5,2018,419
943,29,19.0766371,72.8622172,2018-05-07 13:10:44.642,126,126,"(19.076637099999999, 72.862217200000003)",0,19,5,2018,47158
944,27,19.0766627,72.8622596,2018-05-08 03:07:04.922,2881,0,"(19.0766627, 72.862259600000002)",1,19,5,2018,1511
945,26,19.0766554,72.8622422,2018-05-08 05:25:29.348,5435,22,"(19.0766554, 72.862242199999997)",1,19,5,2018,1263
946,12,19.0767099,72.8621165,2018-05-08 06:11:18.293,1482,13,"(19.076709900000001, 72.862116499999999)",1,19,5,2018,0
