index,accuracy,heading,latitude,longitude,timestamp,velocity,tdiff,geodist,location,visit_time
33773,13,,19.1125086,72.8662712,2017-02-14 09:22:11.966,,326,855,"(19.1125086, 72.8662712)",1086
33795,20,,19.0797062,72.9094609,2017-02-14 10:08:50.251,,133,124,"(19.0797062, 72.9094609)",4678
33826,24,,19.0763964,72.9105741,2017-02-14 11:47:41.209,,1237,390,"(19.0763964, 72.9105741)",4200
33859,26,,19.0763709,72.9105483,2017-02-14 13:32:10.749,,2056,4,"(19.0763709, 72.9105483)",667
33864,24,,19.0763964,72.9105741,2017-02-14 14:06:19.344,,1379,0,"(19.0763964, 72.9105741)",23501
33984,23,,19.0763964,72.9105741,2017-02-15 01:40:08.685,,6850,0,"(19.0763964, 72.9105741)",3724
34005,24,,19.0763964,72.9105741,2017-02-15 03:03:20.305,,1257,0,"(19.0763964, 72.9105741)",4424
34025,36,,19.0763709,72.9105483,2017-02-15 05:04:25.695,,2832,0,"(19.0763709, 72.9105483)",8068
34087,21,,19.0852709,72.9103053,2017-02-15 09:54:15.315,,3696,0,"(19.0852709, 72.9103053)",623
34091,15,272.0,19.0765489,72.9105203,2017-02-15 10:12:44.000,,76,275,"(19.0765489, 72.9105203)",64987
34508,34,,19.1074407,72.8369848,2017-02-16 05:59:42.143,,1969,25,"(19.1074407, 72.8369848)",1544
34527,24,,19.1125984,72.8662712,2017-02-16 11:56:03.968,,3162,2708,"(19.1125984, 72.8662712)",1319
34545,43,0.0,19.0764201,72.9105198,2017-02-16 13:24:03.419,0.0,1593,15,"(19.0764201, 72.9105198)",23476
34685,23,,19.0763964,72.9105741,2017-02-17 03:04:01.150,,25663,0,"(19.0763964, 72.9105741)",4903
34722,50,,19.1074702,72.8370084,2017-02-17 06:41:43.080,,4495,19,"(19.1074702, 72.8370084)",2126
34748,20,,19.1074407,72.8369848,2017-02-17 08:51:28.556,,3790,11,"(19.1074407, 72.8369848)",719
34762,20,,19.1074407,72.8369848,2017-02-17 11:47:56.405,,5797,32,"(19.1074407, 72.8369848)",1447
34780,17,30.0,19.1120382,72.8666283,2017-02-17 12:32:08.000,3.0,177,1194,"(19.1120382, 72.8666283)",4177
34810,20,,19.0763709,72.9105483,2017-02-17 14:26:37.584,,847,957,"(19.0763709, 72.9105483)",33436
34964,16,,19.0763964,72.9105741,2017-02-18 02:27:13.223,,9731,0,"(19.0763964, 72.9105741)",4906
35012,24,,19.1077396,72.8370084,2017-02-18 04:53:32.250,,151,55,"(19.1077396, 72.8370084)",4192
35042,25,,19.1076939,72.83747,2017-02-18 06:28:38.129,,77,123,"(19.1076939, 72.83747)",656
35054,50,,19.1077661,72.8372853,2017-02-18 06:47:14.924,,60,105,"(19.1077661, 72.8372853)",631
35071,24,,19.1077483,72.8371006,2017-02-18 07:04:09.129,,3,88,"(19.1077483, 72.8371006)",957
35095,36,,19.107807,72.8373227,2017-02-18 07:46:55.220,,358,117,"(19.107807, 72.8373227)",2699
35122,50,,19.1077661,72.8372853,2017-02-18 08:49:50.180,,370,102,"(19.1077661, 72.8372853)",2581
35134,20,,19.1074407,72.8369848,2017-02-18 09:38:35.092,,124,56,"(19.1074407, 72.8369848)",1190
35182,26,,19.1115664,72.8658097,2017-02-18 11:51:14.215,,954,3832,"(19.1115664, 72.8658097)",1014
35205,45,0.0,19.1078532,72.8800227,2017-02-18 12:27:57.792,0.0,121,208,"(19.1078532, 72.8800227)",1394
35217,23,,19.0763964,72.9105741,2017-02-18 13:38:37.752,,1497,339,"(19.0763964, 72.9105741)",19388
35334,28,,19.0764139,72.9107586,2017-02-19 00:19:54.943,,1442,30,"(19.0764139, 72.9107586)",1144
35337,26,,19.0764194,72.9103432,2017-02-19 03:50:52.968,,11513,33,"(19.0764194, 72.9103432)",9081
35391,26,,19.0762978,72.9104818,2017-02-19 06:52:37.715,,1802,8,"(19.0762978, 72.9104818)",3339
35402,26,,19.0762978,72.9104818,2017-02-19 08:12:37.592,,1455,7,"(19.0762978, 72.9104818)",866
35405,24,,19.0762572,72.9105279,2017-02-19 10:01:57.801,,5693,15,"(19.0762572, 72.9105279)",608
35416,11,0.0,19.1118381,72.868132,2017-02-19 10:41:51.000,0.0,867,4164,"(19.1118381, 72.868132)",1059
35452,40,,19.1162883,72.9098006,2017-02-19 12:52:25.000,0.0,3976,88,"(19.1162883, 72.9098006)",665
35456,24,,19.1160755,72.9093743,2017-02-19 13:04:20.675,,48,51,"(19.1160755, 72.9093743)",3215
35490,11,31.0,19.0763988,72.9103794,2017-02-19 16:07:35.075,2.0,1191,1766,"(19.0763988, 72.9103794)",4139
35520,29,,19.0762572,72.9105279,2017-02-19 18:34:20.137,,4655,16,"(19.0762572, 72.9105279)",8964
35589,25,,19.0764862,72.9105741,2017-02-19 23:33:12.232,,5686,0,"(19.0764862, 72.9105741)",3772
35614,45,,19.1074407,72.8369848,2017-02-20 03:37:04.855,,6869,488,"(19.1074407, 72.8369848)",6574
35643,42,,19.1074407,72.8369848,2017-02-20 06:21:32.692,,1278,0,"(19.1074407, 72.8369848)",617
35646,42,,19.1074407,72.8369848,2017-02-20 07:02:16.748,,1826,0,"(19.1074407, 72.8369848)",1085
35670,46,,19.0765269,72.9105113,2017-02-20 10:41:00.000,,108,245,"(19.0765269, 72.9105113)",20050
35804,28,,19.0271749,72.8547326,2017-02-20 16:41:24.131,,74,115,"(19.0271749, 72.8547326)",3525
35840,25,,19.0722651,72.8968687,2017-02-20 18:37:01.165,,1569,60,"(19.0722651, 72.8968687)",1527
35864,15,116.0,19.0763256,72.9104744,2017-02-20 19:34:15.000,1.0,804,1498,"(19.0763256, 72.9104744)",2212
35889,23,,19.0763964,72.9105741,2017-02-21 05:41:15.771,,34197,16,"(19.0763964, 72.9105741)",17119
36017,23,,19.0763964,72.9105741,2017-02-21 11:43:34.199,,1755,213,"(19.0763964, 72.9105741)",5058
36073,26,,19.0982373,72.9163882,2017-02-21 14:06:00.724,,1824,13,"(19.0982373, 72.9163882)",4686
36111,24,,19.0763876,72.9104818,2017-02-21 15:41:10.350,,721,1778,"(19.0763876, 72.9104818)",17330
36225,25,,19.0762978,72.9104818,2017-02-21 23:16:57.066,,7063,0,"(19.0762978, 72.9104818)",4487
36239,25,,19.0762079,72.9104818,2017-02-22 00:54:41.006,,1370,15,"(19.0762079, 72.9104818)",949
36258,50,,19.1069947,72.8367314,2017-02-22 03:53:13.201,,8081,38,"(19.1069947, 72.8367314)",1323
36272,27,,19.1072818,72.8369161,2017-02-22 08:10:05.663,,123,59,"(19.1072818, 72.8369161)",1392
36301,13,87.0,19.0762804,72.9104704,2017-02-22 11:12:36.000,,119,311,"(19.0762804, 72.9104704)",2685
36340,31,144.0,19.0768257,72.9106737,2017-02-22 12:07:57.000,,119,324,"(19.0768257, 72.9106737)",25708
36520,27,,19.0763065,72.9105741,2017-02-22 22:18:26.515,,6971,0,"(19.0763065, 72.9105741)",600
36524,27,,19.0763065,72.9105741,2017-02-23 02:12:43.683,,13455,0,"(19.0763065, 72.9105741)",22050
36647,39,,19.0866949,72.9079131,2017-02-23 09:04:55.093,,1460,11,"(19.0866949, 72.9079131)",1982
36665,19,223.0,19.0763293,72.9105478,2017-02-23 09:51:06.000,,120,482,"(19.0763293, 72.9105478)",30062
36926,26,,19.0762978,72.9104818,2017-02-24 03:43:15.649,,34177,11,"(19.0762978, 72.9104818)",5208
36945,16,,19.0763964,72.9105741,2017-02-24 05:44:44.397,,2071,16,"(19.0763964, 72.9105741)",10273
37010,23,,19.0763964,72.9105741,2017-02-24 10:39:21.707,,7368,0,"(19.0763964, 72.9105741)",13629
37102,23,,19.0763964,72.9105741,2017-02-24 15:41:39.729,,4468,0,"(19.0763964, 72.9105741)",15470
37160,13,,19.0767475,72.9106091,2017-02-24 22:52:16.590,0.0,7353,0,"(19.0767475, 72.9106091)",838
37164,13,,19.0767475,72.9106091,2017-02-25 00:29:14.532,0.0,4978,0,"(19.0767475, 72.9106091)",1309
37173,27,,19.0762167,72.9105741,2017-02-25 01:16:02.845,,1496,35,"(19.0762167, 72.9105741)",2602
37214,50,,19.1070861,72.8358083,2017-02-25 04:36:32.979,,5298,434,"(19.1070861, 72.8358083)",4200
37232,37,,19.1069947,72.8367314,2017-02-25 05:52:16.759,,334,98,"(19.1069947, 72.8367314)",1274
37274,24,,19.1126389,72.866225,2017-02-25 08:03:04.731,,22,64,"(19.1126389, 72.866225)",1286
37299,24,,19.0762978,72.9104818,2017-02-25 09:02:16.142,,114,275,"(19.0762978, 72.9104818)",1387
37311,26,,19.0762978,72.9104818,2017-02-25 10:00:02.154,,2075,8,"(19.0762978, 72.9104818)",5651
37404,27,,19.0991532,72.9165728,2017-02-25 13:05:58.699,,125,83,"(19.0991532, 72.9165728)",984
37427,28,,19.0763065,72.9105741,2017-02-25 17:25:40.279,,3824,39,"(19.0763065, 72.9105741)",5094
37446,26,,19.0762978,72.9104818,2017-02-26 03:39:10.130,,31708,7,"(19.0762978, 72.9104818)",2645
37474,28,,19.0762167,72.9105741,2017-02-26 04:51:15.013,,1669,0,"(19.0762167, 72.9105741)",18806
37561,23,,19.0763964,72.9105741,2017-02-26 10:41:22.774,,2159,0,"(19.0763964, 72.9105741)",15916
37637,23,,19.0763964,72.9105741,2017-02-26 15:29:08.176,,1313,0,"(19.0763964, 72.9105741)",18057
37746,28,,19.0762572,72.9105279,2017-02-26 23:24:55.835,,6913,0,"(19.0762572, 72.9105279)",11577
37817,40,0.0,19.1148633,72.836455,2017-02-27 06:11:29.000,0.0,266,699,"(19.1148633, 72.836455)",700
37858,22,89.0,19.1116643,72.8663618,2017-02-27 07:07:50.000,,365,1271,"(19.1116643, 72.8663618)",3001
37901,23,,19.0763964,72.9105741,2017-02-27 08:35:52.348,,262,242,"(19.0763964, 72.9105741)",43184
38144,25,,19.0763065,72.9105741,2017-02-28 00:29:16.959,,4135,0,"(19.0763065, 72.9105741)",7174
38205,24,,19.1071831,72.8368237,2017-02-28 06:34:52.810,,12830,611,"(19.1071831, 72.8368237)",680
38220,41,354.0,19.1108754,72.8784842,2017-02-28 07:37:28.000,2.0,222,81,"(19.1108754, 72.8784842)",885
38238,3,0.0,19.0708039,72.8231375,2017-02-28 09:55:21.000,0.0,831,937,"(19.0708039, 72.8231375)",2514
38275,23,,19.0763964,72.9105741,2017-02-28 12:02:52.316,,264,253,"(19.0763964, 72.9105741)",33598
38427,27,,19.0762572,72.9105279,2017-02-28 23:55:58.972,,5529,0,"(19.0762572, 72.9105279)",2192
38439,10,,19.0765623,72.910285,2017-03-01 02:25:56.263,0.0,6800,42,"(19.0765623, 72.910285)",660
38447,26,,19.0762978,72.9104818,2017-03-01 03:09:23.377,,1943,0,"(19.0762978, 72.9104818)",6498
38504,50,,19.1070773,72.8357159,2017-03-01 06:08:31.487,,826,194,"(19.1070773, 72.8357159)",1214
38519,8,286.0,19.1122791,72.8664597,2017-03-01 08:41:55.000,0.0,657,2398,"(19.1122791, 72.8664597)",853
38534,50,,19.1125984,72.8662712,2017-03-01 09:01:51.847,,336,52,"(19.1125984, 72.8662712)",2435
38545,50,,19.1121705,72.8669635,2017-03-01 09:55:36.471,,784,108,"(19.1121705, 72.8669635)",885
38562,23,,19.0763964,72.9105741,2017-03-01 10:33:00.007,,294,669,"(19.0763964, 72.9105741)",41365
38831,29,,19.0762167,72.9105741,2017-03-02 02:25:21.055,,5421,0,"(19.0762167, 72.9105741)",3384
38845,48,,19.0763709,72.9105483,2017-03-02 03:47:18.532,,1527,13,"(19.0763709, 72.9105483)",1424
38891,50,,19.1071374,72.8372853,2017-03-02 06:29:59.452,,1441,0,"(19.1071374, 72.8372853)",2080
38896,24,,19.1074702,72.8370084,2017-03-02 07:14:17.507,,394,143,"(19.1074702, 72.8370084)",3308
38914,50,,19.1070845,72.8367314,2017-03-02 08:31:49.558,,148,7664,"(19.1070845, 72.8367314)",2731
38933,23,,19.0763964,72.9105741,2017-03-02 10:38:42.130,,993,623,"(19.0763964, 72.9105741)",2155
38952,42,,19.0763437,72.9104135,2017-03-02 12:45:47.039,,1430,9,"(19.0763437, 72.9104135)",17577
39037,27,,19.0762572,72.9105279,2017-03-02 18:16:43.394,,2238,15,"(19.0762572, 72.9105279)",22383
39125,27,,19.0762572,72.9105279,2017-03-03 02:30:46.416,,3480,0,"(19.0762572, 72.9105279)",5613
39198,27,,19.1071374,72.8372853,2017-03-03 06:10:15.583,,4220,33,"(19.1071374, 72.8372853)",2147
39224,26,,19.1071374,72.8372853,2017-03-03 08:48:16.882,,4973,51,"(19.1071374, 72.8372853)",1012
39237,34,,19.1071569,72.8373141,2017-03-03 09:25:00.214,,630,13002,"(19.1071569, 72.8373141)",1763
39245,28,,19.0775026,72.8466231,2017-03-03 10:00:22.747,,356,3426,"(19.0775026, 72.8466231)",1058
39250,50,,19.1071374,72.8372853,2017-03-03 10:21:00.466,,177,3424,"(19.1071374, 72.8372853)",3616
39269,47,,19.1071395,72.8372883,2017-03-03 11:49:10.960,,1666,0,"(19.1071395, 72.8372883)",814
39280,50,,19.1125403,72.8661327,2017-03-03 12:31:42.533,,407,108,"(19.1125403, 72.8661327)",1265
39286,28,,19.112329,72.8662712,2017-03-03 13:24:04.910,,1875,23,"(19.112329, 72.8662712)",671
39307,36,,19.0764993,72.9104564,2017-03-03 14:30:50.000,,412,986,"(19.0764993, 72.9104564)",3236
39328,26,,19.0762978,72.9104818,2017-03-03 17:08:36.150,,6222,7,"(19.0762978, 72.9104818)",9405
39412,25,,19.0762572,72.9105279,2017-03-04 01:30:11.581,,20665,0,"(19.0762572, 72.9105279)",4904
39463,23,,18.9949805,72.8164208,2017-03-04 04:17:42.411,,653,64,"(18.9949805, 72.8164208)",798
39474,24,,18.9949805,72.8164208,2017-03-04 05:24:30.335,,3208,0,"(18.9949805, 72.8164208)",3738
39524,23,,18.9652849,72.8128201,2017-03-04 07:54:50.597,,737,52,"(18.9652849, 72.8128201)",1359
39571,29,0.0,19.1114235,72.8656226,2017-03-04 11:04:47.000,0.0,881,1242,"(19.1114235, 72.8656226)",2576
39595,40,0.0,19.0763694,72.9105466,2017-03-04 12:20:03.000,0.0,242,111,"(19.0763694, 72.9105466)",19713
39726,28,,19.0762572,72.9105279,2017-03-04 18:24:05.109,,2075,0,"(19.0762572, 72.9105279)",7334
39763,39,,19.0763146,72.910574,2017-03-04 23:22:07.511,0.0,7175,0,"(19.0763146, 72.910574)",920
39768,39,,19.0763146,72.910574,2017-03-05 01:27:06.700,0.0,6578,0,"(19.0763146, 72.910574)",2423
39777,25,,19.0762978,72.9104818,2017-03-05 03:04:54.823,,3442,7,"(19.0762978, 72.9104818)",1414
39792,25,,19.0763065,72.9105741,2017-03-05 03:57:36.567,,1743,0,"(19.0763065, 72.9105741)",4021
39832,26,,19.0762978,72.9104818,2017-03-05 05:36:03.389,,1868,0,"(19.0762978, 72.9104818)",11597
39908,27,,19.0762572,72.9105279,2017-03-05 09:43:19.440,,3211,0,"(19.0762572, 72.9105279)",13317
40041,23,,19.0763964,72.9105741,2017-03-05 18:13:48.729,,427,62,"(19.0763964, 72.9105741)",1026
40054,27,,19.0762572,72.9105279,2017-03-05 18:52:14.353,,1274,16,"(19.0762572, 72.9105279)",1173
40075,15,,19.076497,72.9106263,2017-03-05 21:11:48.343,0.0,7194,28,"(19.076497, 72.9106263)",5189
40095,13,,19.0761777,72.9104917,2017-03-05 23:30:36.581,0.0,3129,10,"(19.0761777, 72.9104917)",8967
40136,25,,19.0762572,72.9105279,2017-03-06 02:52:48.587,,3146,0,"(19.0762572, 72.9105279)",6944
40171,23,,19.0763964,72.9105741,2017-03-06 06:21:50.572,,5585,16,"(19.0763964, 72.9105741)",2867
40202,26,0.0,19.0768246,72.9104967,2017-03-06 07:32:51.000,0.0,1338,111,"(19.0768246, 72.9104967)",45861
40460,28,,19.0762572,72.9105279,2017-03-07 00:24:43.523,,3751,0,"(19.0762572, 72.9105279)",6067
40503,24,,19.1070933,72.8368237,2017-03-07 02:45:14.438,,750,667,"(19.1070933, 72.8368237)",1331
40518,26,,19.1070933,72.8368237,2017-03-07 03:18:33.698,,298,3434,"(19.1070933, 72.8368237)",1436
40527,24,,19.1071374,72.8372853,2017-03-07 05:15:12.507,,5561,49,"(19.1071374, 72.8372853)",3379
40554,50,,19.1071779,72.8372392,2017-03-07 07:21:45.062,,2923,7,"(19.1071779, 72.8372392)",4510
40577,25,,19.1117232,72.8660404,2017-03-07 10:26:01.637,,1784,789,"(19.1117232, 72.8660404)",1129
40592,23,,19.0763964,72.9105741,2017-03-07 11:39:21.998,,1159,124,"(19.0763964, 72.9105741)",26259
40737,28,,19.0762572,72.9105279,2017-03-07 23:33:06.157,,6574,0,"(19.0762572, 72.9105279)",5961
40770,49,,19.0765038,72.9110881,2017-03-08 01:20:35.000,0.0,473,65,"(19.0765038, 72.9110881)",1038
40775,24,,19.0762255,72.9106664,2017-03-08 02:08:54.166,,1859,49,"(19.0762255, 72.9106664)",1051
40839,50,,19.1072023,72.8360852,2017-03-08 08:10:42.893,,125,138,"(19.1072023, 72.8360852)",8747
40898,23,,19.1125984,72.8662712,2017-03-08 11:51:51.672,,1695,69,"(19.1125984, 72.8662712)",1346
40905,13,0.0,19.1115828,72.8659194,2017-03-08 12:20:00.353,0.0,339,148,"(19.1115828, 72.8659194)",1628
40926,26,,19.076289,72.9103894,2017-03-08 13:20:14.985,,92,167,"(19.076289, 72.9103894)",23925
41082,28,,19.0762572,72.9105279,2017-03-08 22:58:45.366,,6888,0,"(19.0762572, 72.9105279)",662
41088,29,,19.0762167,72.9105741,2017-03-09 02:19:48.177,,11398,7,"(19.0762167, 72.9105741)",5019
41132,50,,19.1071374,72.8372853,2017-03-09 04:49:44.821,,1111,1059,"(19.1071374, 72.8372853)",1782
41144,32,,19.1070933,72.8368237,2017-03-09 05:35:50.492,,978,52,"(19.1070933, 72.8368237)",1520
41155,48,,19.1071569,72.8373141,2017-03-09 08:21:05.530,,2128,4,"(19.1071569, 72.8373141)",1326
41164,21,,19.1071569,72.8373141,2017-03-09 09:08:24.370,,1507,4,"(19.1071569, 72.8373141)",723
41173,50,,19.1071374,72.8372853,2017-03-09 09:31:12.792,,300,3425,"(19.1071374, 72.8372853)",1563
41183,22,,19.1125342,72.8662724,2017-03-09 10:30:41.166,,2002,3108,"(19.1125342, 72.8662724)",1727
41215,25,,19.0790691,72.9084514,2017-03-09 12:48:20.071,,117,74,"(19.0790691, 72.9084514)",1091
41239,23,,19.076397,72.9105737,2017-03-09 13:35:29.962,,263,96,"(19.076397, 72.9105737)",18081
41328,23,,19.0763964,72.9105741,2017-03-09 18:44:53.862,,382,58,"(19.0763964, 72.9105741)",1784
41342,26,,19.0762978,72.9104818,2017-03-09 19:45:34.236,,1850,7,"(19.0762978, 72.9104818)",1171
41352,29,,19.0762572,72.9105279,2017-03-10 02:06:45.289,,12697,70,"(19.0762572, 72.9105279)",1409
41355,26,,19.0762978,72.9104818,2017-03-10 03:50:15.611,,4799,7,"(19.0762978, 72.9104818)",1641
41363,16,,19.0763898,72.9105454,2017-03-10 04:38:44.262,0.0,1265,28,"(19.0763898, 72.9105454)",628
41394,24,,19.1071374,72.8372853,2017-03-10 06:08:15.187,,1942,1614,"(19.1071374, 72.8372853)",6292
41440,26,,19.1071374,72.8372853,2017-03-10 08:18:31.848,,1503,0,"(19.1071374, 72.8372853)",700
41446,30,,19.1075609,72.8373752,2017-03-10 09:27:12.093,,3419,48,"(19.1075609, 72.8373752)",844
41456,27,,19.1075953,72.8373776,2017-03-10 10:05:36.086,,1456,0,"(19.1075953, 72.8373776)",1765
41522,24,,19.0763127,72.9105714,2017-03-10 14:46:39.233,,1419,608,"(19.0763127, 72.9105714)",20920
41687,25,,19.0762572,72.9105279,2017-03-10 23:08:56.778,,5892,0,"(19.0762572, 72.9105279)",918
41700,27,,19.0762572,72.9105279,2017-03-11 00:23:51.421,,1982,2,"(19.0762572, 72.9105279)",5848
41717,25,,19.0762255,72.9106664,2017-03-11 02:40:58.041,,2370,22,"(19.0762255, 72.9106664)",1771
41759,50,,19.1071374,72.8372853,2017-03-11 05:26:11.612,,376,169,"(19.1071374, 72.8372853)",3524
41783,20,,19.1074978,72.8375447,2017-03-11 06:48:39.920,,1415,0,"(19.1074978, 72.8375447)",1813
41808,50,,19.1070845,72.8367314,2017-03-11 08:12:52.771,,120,59,"(19.1070845, 72.8367314)",1314
41821,27,,19.1074157,72.8373776,2017-03-11 09:18:35.507,,815,60,"(19.1074157, 72.8373776)",1686
41834,24,,19.1075688,72.8371006,2017-03-11 10:19:49.915,,1420,50,"(19.1075688, 72.8371006)",1318
41852,23,,19.1072729,72.8368237,2017-03-11 10:49:34.764,,129,70,"(19.1072729, 72.8368237)",2213
41868,27,,19.1072729,72.8368237,2017-03-11 11:37:34.068,,30,53,"(19.1072729, 72.8368237)",723
41880,48,,19.1072281,72.8367834,2017-03-11 12:12:48.998,,60,53,"(19.1072281, 72.8367834)",899
41890,24,,19.1072729,72.8368237,2017-03-11 12:42:39.782,,601,66,"(19.1072729, 72.8368237)",747
41959,50,,19.1191696,72.9116815,2017-03-11 14:41:34.124,,2012,126,"(19.1191696, 72.9116815)",1679
41975,25,,19.1192594,72.9116815,2017-03-11 15:51:18.690,,230,51,"(19.1192594, 72.9116815)",3843
42015,27,,19.0762255,72.9106664,2017-03-11 17:41:02.295,,1203,1150,"(19.0762255, 72.9106664)",2617
42032,25,,19.0763065,72.9105741,2017-03-12 00:18:27.722,,21219,10,"(19.0763065, 72.9105741)",17122
42133,25,,19.0796234,72.9095588,2017-03-12 05:06:15.743,,59,81,"(19.0796234, 72.9095588)",4079
42175,24,,19.0764774,72.9104818,2017-03-12 07:04:56.767,,240,257,"(19.0764774, 72.9104818)",19609
42300,24,,19.0998664,72.9169881,2017-03-12 12:53:06.432,,425,923,"(19.0998664, 72.9169881)",1406
42312,26,,19.1004918,72.9164805,2017-03-12 13:58:44.164,,2525,10,"(19.1004918, 72.9164805)",685
42322,16,,19.0988926,72.9166651,2017-03-12 14:49:40.058,,1861,126,"(19.0988926, 72.9166651)",2359
42375,14,176.0,19.0762477,72.9104939,2017-03-12 16:00:04.000,0.0,135,257,"(19.0762477, 72.9104939)",21372
42488,27,,19.0762572,72.9105279,2017-03-13 00:42:46.479,,6766,0,"(19.0762572, 72.9105279)",25504
42572,24,,19.0764369,72.9105279,2017-03-13 09:15:00.957,,668,654,"(19.0764369, 72.9105279)",8708
42656,23,,19.0763964,72.9105741,2017-03-13 12:01:58.681,,1272,0,"(19.0763964, 72.9105741)",6688
42708,23,,19.0760479,72.9059596,2017-03-13 14:16:40.432,,140,81,"(19.0760479, 72.9059596)",1751
42734,26,,19.0759845,72.9100203,2017-03-13 14:58:18.899,,435,424,"(19.0759845, 72.9100203)",765
42746,25,,19.0763964,72.9105741,2017-03-13 15:13:21.865,,89,61,"(19.0763964, 72.9105741)",15172
42893,11,,19.0766266,72.9105128,2017-03-13 23:23:00.393,0.0,6470,0,"(19.0766266, 72.9105128)",6325
42952,31,,19.1068416,72.8370084,2017-03-14 03:56:48.302,,2689,44,"(19.1068416, 72.8370084)",966
42970,20,,19.1114495,72.8659249,2017-03-14 06:57:40.939,,3389,5,"(19.1114495, 72.8659249)",805
42989,27,,19.1116544,72.865871,2017-03-14 09:20:22.000,,83,150,"(19.1116544, 72.865871)",1229
43012,24,,19.0763964,72.9105741,2017-03-14 10:15:37.762,,478,268,"(19.0763964, 72.9105741)",15389
43115,44,,19.0846209,72.9074554,2017-03-14 16:20:41.164,,5981,17,"(19.0846209, 72.9074554)",1932
43140,28,162.0,19.0764753,72.9104377,2017-03-14 16:58:16.000,2.0,37,179,"(19.0764753, 72.9104377)",7215
43204,9,,19.0762994,72.910549,2017-03-14 20:30:40.000,0.0,5501,12,"(19.0762994, 72.910549)",972
43213,9,,19.0762994,72.910549,2017-03-15 00:10:33.170,0.0,4185,0,"(19.0762994, 72.910549)",9535
43284,45,25.0,19.107142,72.8370486,2017-03-15 03:29:00.000,2.0,220,567,"(19.107142, 72.8370486)",2187
43298,30,,19.1071305,72.8373383,2017-03-15 04:43:00.843,,2248,4,"(19.1071305, 72.8373383)",1337
43304,32,,19.1071305,72.8373383,2017-03-15 05:45:21.331,,2400,3,"(19.1071305, 72.8373383)",1417
43328,42,,19.1072124,72.8358286,2017-03-15 06:39:22.607,,1811,163,"(19.1072124, 72.8358286)",1117
43336,20,,19.1072124,72.8358286,2017-03-15 07:18:20.455,,1216,0,"(19.1072124, 72.8358286)",1119
43350,48,,19.1072124,72.8358286,2017-03-15 07:43:23.310,,15,56,"(19.1072124, 72.8358286)",840
43369,18,0.0,19.1115092,72.8660429,2017-03-15 08:43:49.328,0.0,667,376,"(19.1115092, 72.8660429)",748
43389,23,,19.0763964,72.9105741,2017-03-15 10:07:09.590,,1390,3680,"(19.0763964, 72.9105741)",39407
43617,25,,19.0763065,72.9105741,2017-03-16 01:51:06.344,,6639,0,"(19.0763065, 72.9105741)",4212
43654,12,198.0,19.1272995,72.8311295,2017-03-16 04:34:38.000,1.0,39,61,"(19.1272995, 72.8311295)",935
43674,24,,19.1147724,72.8363622,2017-03-16 08:16:52.410,,2045,671,"(19.1147724, 72.8363622)",1663
43705,8,301.0,19.1124597,72.8665827,2017-03-16 09:01:01.000,1.0,970,3197,"(19.1124597, 72.8665827)",1380
43717,25,,19.1125984,72.8662712,2017-03-16 10:20:39.937,,3394,0,"(19.1125984, 72.8662712)",605
43724,24,,19.1121799,72.8677418,2017-03-16 10:33:00.054,,131,162,"(19.1121799, 72.8677418)",1378
43747,14,323.0,19.0763313,72.9106131,2017-03-16 11:28:13.231,1.0,155,403,"(19.0763313, 72.9106131)",23324
43880,47,0.0,19.0762996,72.9104822,2017-03-16 18:10:07.000,0.0,338,6093,"(19.0762996, 72.9104822)",9546
43954,12,,19.0763325,72.9105639,2017-03-16 21:25:50.012,0.0,2165,6,"(19.0763325, 72.9105639)",3974
43975,25,,19.0762978,72.9104818,2017-03-17 00:40:16.015,,4035,0,"(19.0762978, 72.9104818)",14718
44050,26,,19.1120612,72.8677019,2017-03-17 05:22:57.914,,566,4072,"(19.1120612, 72.8677019)",628
44064,16,0.0,19.0711892,72.8231869,2017-03-17 06:56:24.000,0.0,1673,27,"(19.0711892, 72.8231869)",618
44093,11,0.0,19.0711592,72.8232047,2017-03-17 07:28:57.075,0.0,1320,0,"(19.0711592, 72.8232047)",939
44123,26,,19.1071463,72.8373776,2017-03-17 09:50:08.977,,6026,383,"(19.1071463, 72.8373776)",976
44146,24,,19.0763964,72.9105741,2017-03-17 14:20:40.893,,1533,22,"(19.0763964, 72.9105741)",21018
44314,29,,19.0762572,72.9105279,2017-03-18 01:13:00.986,,8320,0,"(19.0762572, 72.9105279)",3926
44339,11,,19.0764865,72.9105939,2017-03-18 03:06:45.615,0.0,2886,16,"(19.0764865, 72.9105939)",10736
44401,23,,19.0763964,72.9105741,2017-03-18 06:13:41.307,,396,55,"(19.0763964, 72.9105741)",4665
44490,35,114.0,19.1067507,72.837011,2017-03-18 08:49:23.194,,1482,41,"(19.1067507, 72.837011)",3618
44529,24,,19.1072184,72.837193,2017-03-18 10:37:07.721,,18,60,"(19.1072184, 72.837193)",1349
44543,50,,19.1078206,72.8369161,2017-03-18 11:09:14.331,,25,89,"(19.1078206, 72.8369161)",726
44547,24,,19.1071463,72.8373776,2017-03-18 11:22:50.009,,88,89,"(19.1071463, 72.8373776)",905
44572,34,,19.1071305,72.8373383,2017-03-18 11:48:41.963,,102,140,"(19.1071305, 72.8373383)",1490
44617,20,,19.1114495,72.8659249,2017-03-18 14:25:14.241,,750,2341,"(19.1114495, 72.8659249)",645
