index,accuracy,heading,latitude,longitude,timestamp,velocity,tdiff,geodist,location,visit_time
0,26,,19.0763369,72.9105795,2016-05-20 10:31:36.551,,0,0,"(19.0763369, 72.9105795)",10376
59,23,,19.0763688,72.9105685,2016-05-20 13:49:36.905,,1482,2,"(19.0763688, 72.9105685)",5411
82,21,,19.0763494,72.9105843,2016-05-20 15:51:52.146,,1914,3,"(19.0763494, 72.9105843)",9784
127,31,,19.0763629,72.9105739,2016-05-20 21:30:16.935,,6736,0,"(19.0763629, 72.9105739)",903
131,31,,19.0763629,72.9105739,2016-05-21 01:44:01.988,,14320,0,"(19.0763629, 72.9105739)",601
134,31,,19.0763629,72.9105739,2016-05-21 03:47:46.673,,6822,0,"(19.0763629, 72.9105739)",3991
152,26,,19.0764515,72.9105186,2016-05-21 07:42:56.447,,6728,10,"(19.0764515, 72.9105186)",631
155,28,,19.0763761,72.9105655,2016-05-21 11:51:36.206,,14288,0,"(19.0763761, 72.9105655)",601
158,25,,19.0763761,72.9105656,2016-05-21 17:52:45.395,,21067,0,"(19.0763761, 72.9105656)",709
163,29,,19.076379,72.9105661,2016-05-21 23:58:34.575,,21238,0,"(19.076379, 72.9105661)",899
167,29,,19.076379,72.9105661,2016-05-22 06:01:26.692,,20871,0,"(19.076379, 72.9105661)",665
171,25,,19.0763761,72.9105657,2016-05-22 12:10:33.004,,21480,0,"(19.0763761, 72.9105657)",601
174,24,,19.0763763,72.9105654,2016-05-22 18:06:19.948,,20744,7,"(19.0763763, 72.9105654)",870
178,24,,19.0763836,72.9105286,2016-05-23 00:03:19.882,,20549,0,"(19.0763836, 72.9105286)",606
181,26,,19.076443,72.9105188,2016-05-23 06:03:49.986,,21022,9,"(19.076443, 72.9105188)",791
187,25,,19.0764185,72.910524,2016-05-23 12:10:56.504,,21232,1,"(19.0764185, 72.910524)",600
190,34,,19.0763387,72.9106127,2016-05-23 12:43:26.092,,1348,3,"(19.0763387, 72.9106127)",2986
204,15,,19.0763359,72.9105991,2016-05-25 14:56:21.747,,4984,3,"(19.0763359, 72.9105991)",10795
267,43,,19.0762988,72.9106687,2016-05-26 04:14:38.396,,31887,21,"(19.0762988, 72.9106687)",35655
464,21,,19.0763461,72.9105811,2016-05-26 14:32:29.654,,1333,6,"(19.0763461, 72.9105811)",22029
558,22,,19.076396,72.9104962,2016-05-26 23:24:38.096,,6944,0,"(19.076396, 72.9104962)",600
560,22,,19.076396,72.9104962,2016-05-27 00:31:27.005,,3407,0,"(19.076396, 72.9104962)",4098
571,21,,19.0763634,72.9105927,2016-05-27 03:13:40.401,,2225,13,"(19.0763634, 72.9105927)",1875
585,41,191.0,19.1071731,72.8365669,2016-05-27 04:35:18.000,,2586,7915,"(19.1071731, 72.8365669)",2158
592,34,141.0,19.1069606,72.8367384,2016-05-27 08:56:51.891,,13533,52,"(19.1069606, 72.8367384)",1289
607,25,,19.0762787,72.9105249,2016-05-27 10:41:27.944,,185,592,"(19.0762787, 72.9105249)",16979
726,37,,19.0980656,72.9164786,2016-05-27 17:27:32.292,,1620,21,"(19.0980656, 72.9164786)",2262
739,11,,19.0980234,72.9171659,2016-05-27 18:25:35.000,,1218,37,"(19.0980234, 72.9171659)",1156
745,37,,19.09801,72.9164477,2016-05-27 19:15:29.968,,1837,60,"(19.09801, 72.9164477)",31527
878,40,,19.0980105,72.9164469,2016-05-28 04:31:50.154,,1811,0,"(19.0980105, 72.9164469)",1345
885,42,,19.0980103,72.9164476,2016-05-28 05:18:45.579,,1467,0,"(19.0980103, 72.9164476)",5644
913,36,,19.0763117,72.9105556,2016-05-28 07:18:58.602,,312,293,"(19.0763117, 72.9105556)",14612
975,25,,19.0763772,72.9105438,2016-05-28 11:59:50.028,,2214,12,"(19.0763772, 72.9105438)",29049
1111,33,,19.0763492,72.9106036,2016-05-29 03:19:26.642,,26068,1,"(19.0763492, 72.9106036)",5560
1152,9,277.0,19.0338755,73.0193756,2016-05-29 05:44:06.375,0.0,514,93,"(19.0338755, 73.0193756)",1876
1162,6,106.0,19.0239825,73.0235048,2016-05-29 06:18:58.503,,211,1178,"(19.0239825, 73.0235048)",6055
1204,11,319.0,19.0764579,72.9108628,2016-05-29 10:35:46.535,,120,415,"(19.0764579, 72.9108628)",18561
1301,31,,19.0763071,72.9105562,2016-05-29 16:35:05.191,,2958,3,"(19.0763071, 72.9105562)",10061
1354,30,,19.0763907,72.910542,2016-05-29 20:03:55.003,,2449,2,"(19.0763907, 72.910542)",941
1360,39,,19.076373,72.9105158,2016-05-30 02:38:41.620,,11925,55,"(19.076373, 72.9105158)",28993
1474,22,,19.0763556,72.9105825,2016-05-30 12:47:44.030,,3236,5,"(19.0763556, 72.9105825)",2584
1511,40,,19.0760641,72.9105073,2016-05-30 17:42:34.000,,80,76,"(19.0760641, 72.9105073)",7470
1556,26,,19.076438,72.9104696,2016-05-30 21:21:41.748,,2546,1,"(19.076438, 72.9104696)",4288
1574,26,,19.0764371,72.9104801,2016-05-31 01:12:45.696,,9567,3,"(19.0764371, 72.9104801)",603
1576,24,,19.0764324,72.9104607,2016-05-31 02:32:22.774,,4174,2,"(19.0764324, 72.9104607)",26077
1732,24,,19.0764237,72.9103985,2016-05-31 10:08:49.911,,1242,8,"(19.0764237, 72.9103985)",30457
1953,39,,19.0763998,72.9105355,2016-05-31 19:37:20.878,,1508,0,"(19.0763998, 72.9105355)",908
1958,25,,19.0763966,72.9104688,2016-06-01 02:45:27.122,,21850,9,"(19.0763966, 72.9104688)",886
1961,22,,19.0764264,72.9104936,2016-06-01 05:12:06.676,,3400,6,"(19.0764264, 72.9104936)",15653
2042,20,,19.0763779,72.9105671,2016-06-01 10:23:51.576,,180,96,"(19.0763779, 72.9105671)",27126
2163,26,,19.0763762,72.9105254,2016-06-01 18:29:11.291,,1935,4,"(19.0763762, 72.9105254)",6009
2178,26,,19.0763762,72.9105254,2016-06-01 22:40:07.385,,5471,0,"(19.0763762, 72.9105254)",600
2181,26,,19.0763762,72.9105254,2016-06-02 00:43:58.532,,6830,0,"(19.0763762, 72.9105254)",11541
2241,13,97.0,19.1072096,72.836791,2016-06-02 07:25:16.000,,9594,79,"(19.1072096, 72.836791)",1618
2247,33,302.0,19.1045568,72.8360638,2016-06-02 08:10:34.573,,242,77,"(19.1045568, 72.8360638)",727
2255,24,,19.0763576,72.9105412,2016-06-02 09:09:07.762,,72,229,"(19.0763576, 72.9105412)",36911
2489,25,,19.0764057,72.9104964,2016-06-02 22:14:55.720,,6473,1,"(19.0764057, 72.9104964)",602
2492,25,,19.0763781,72.9105215,2016-06-03 02:09:05.900,,13447,5,"(19.0763781, 72.9105215)",27395
2663,6,274.0,19.0756247,72.8992591,2016-06-03 09:54:48.172,1.0,140,170,"(19.0756247, 72.8992591)",778
2675,25,,19.0763516,72.9105761,2016-06-03 11:52:07.739,,2189,16,"(19.0763516, 72.9105761)",20769
2785,23,,19.076422,72.9104447,2016-06-03 18:04:18.657,,1520,10,"(19.076422, 72.9104447)",2439
2793,37,,19.0763825,72.9105436,2016-06-03 19:06:12.564,,1272,7,"(19.0763825, 72.9105436)",1224
2796,22,,19.0764143,72.9104768,2016-06-04 02:08:33.802,,24116,10,"(19.0764143, 72.9104768)",6830
2823,20,,19.0764136,72.9104863,2016-06-04 05:23:57.993,,4880,16,"(19.0764136, 72.9104863)",18396
2918,20,,19.0763577,72.9105856,2016-06-04 12:07:29.040,,2712,1,"(19.0763577, 72.9105856)",15064
3013,14,278.0,18.9283992,72.820815,2016-06-04 17:23:15.792,0.0,396,796,"(18.9283992, 72.820815)",2048
3024,8,75.0,18.9790283,72.811626,2016-06-04 18:27:11.371,1.0,590,82,"(18.9790283, 72.811626)",1042
3036,26,,19.0763501,72.9105418,2016-06-04 19:22:33.075,,420,730,"(19.0763501, 72.9105418)",6831
3070,22,,19.0764104,72.9104801,2016-06-05 00:00:43.310,,6563,6,"(19.0764104, 72.9104801)",638
3074,25,,19.0763934,72.9104785,2016-06-05 02:20:16.549,,7734,2,"(19.0763934, 72.9104785)",62281
3411,32,,19.0763796,72.9104897,2016-06-06 04:33:33.329,,22579,26,"(19.0763796, 72.9104897)",9851
3460,40,,17.4473308,78.3833119,2016-06-13 17:54:52.754,,4922,6,"(17.4473308, 78.3833119)",1604
3470,29,,17.4473809,78.3832979,2016-06-13 18:42:55.820,,1276,1,"(17.4473809, 78.3832979)",7332
3497,31,,17.4474257,78.3833588,2016-06-14 02:20:03.643,,5085,13,"(17.4474257, 78.3833588)",962
3500,46,,17.4472685,78.3833645,2016-06-14 04:39:40.491,,3384,0,"(17.4472685, 78.3833645)",3423
3525,10,309.0,17.4212209,78.4107525,2016-06-14 07:56:05.093,,119,222,"(17.4212209, 78.4107525)",3034
3543,30,240.0,17.4476262,78.3835677,2016-06-14 09:07:49.097,,315,1635,"(17.4476262, 78.3835677)",1109
3551,31,,17.4474309,78.3833408,2016-06-14 14:47:26.264,,6762,1491,"(17.4474309, 78.3833408)",4707
3571,34,,17.4474623,78.3833349,2016-06-14 17:37:45.863,,2598,9,"(17.4474623, 78.3833349)",3945
3618,27,,17.4474066,78.3833443,2016-06-15 05:06:31.810,,37356,6,"(17.4474066, 78.3833443)",1953
3622,34,,17.4474623,78.3833341,2016-06-15 06:12:59.317,,2033,3,"(17.4474623, 78.3833341)",7810
3653,28,,17.4474689,78.3832758,2016-06-15 09:05:12.225,,2508,5,"(17.4474689, 78.3832758)",992
3666,27,,17.447416,78.3833845,2016-06-15 12:15:26.262,,3177,9,"(17.447416, 78.3833845)",2651
3684,48,,17.4474893,78.3832843,2016-06-15 13:27:47.122,,1683,5,"(17.4474893, 78.3832843)",1374
3707,20,,17.4474147,78.3833333,2016-06-15 14:17:11.976,,1583,8,"(17.4474147, 78.3833333)",2737
3719,28,,17.4473943,78.3833564,2016-06-15 15:45:25.992,,2552,10,"(17.4473943, 78.3833564)",647
3722,49,,17.4474493,78.3832642,2016-06-15 16:30:47.797,,2073,8,"(17.4474493, 78.3832642)",1294
3725,29,,17.4474093,78.3833339,2016-06-15 17:50:55.993,,3513,11,"(17.4474093, 78.3833339)",11317
3753,26,,17.4473739,78.3832781,2016-06-16 04:19:44.706,,17162,6,"(17.4473739, 78.3832781)",839
3762,27,,17.4473835,78.3833432,2016-06-16 05:43:15.231,,2302,16,"(17.4473835, 78.3833432)",5851
3797,35,,17.4474343,78.383247,2016-06-16 07:43:45.030,,1359,1,"(17.4474343, 78.383247)",1462
3806,43,,17.4474723,78.3832779,2016-06-16 10:10:23.128,,4826,6,"(17.4474723, 78.3832779)",2310
3816,40,,17.4463025,78.3821015,2016-06-16 12:06:31.000,,3132,179,"(17.4463025, 78.3821015)",1314
3821,22,,17.4474357,78.3832872,2016-06-16 14:44:23.025,,7955,12,"(17.4474357, 78.3832872)",2830
3833,29,,17.4474072,78.3832847,2016-06-16 18:42:52.441,,4823,120,"(17.4474072, 78.3832847)",2673
3852,45,,17.4474199,78.3833417,2016-06-17 05:53:14.203,,5914,33,"(17.4474199, 78.3833417)",1724
3870,33,,17.4474412,78.3832578,2016-06-17 13:36:59.055,,1437,3,"(17.4474412, 78.3832578)",1775
3909,24,202.0,17.4460962,78.3776901,2016-06-17 17:07:36.356,,603,2424,"(17.4460962, 78.3776901)",1442
3916,9,327.0,17.4473962,78.3842034,2016-06-17 17:38:28.000,,118,591,"(17.4473962, 78.3842034)",1011
3925,40,,17.4474496,78.3833015,2016-06-17 18:54:55.364,,1725,4,"(17.4474496, 78.3833015)",1568
3932,19,,17.4470994,78.3832986,2016-06-18 03:59:48.899,0.0,9119,29,"(17.4470994, 78.3832986)",1699
3939,24,,17.447442,78.3832669,2016-06-18 05:26:47.851,,3516,6,"(17.447442, 78.3832669)",897
3946,37,,17.4474412,78.3833158,2016-06-18 07:07:19.368,,2954,3,"(17.4474412, 78.3833158)",2672
3954,36,,17.4474337,78.3832885,2016-06-18 09:30:04.009,,2675,8,"(17.4474337, 78.3832885)",1800
3959,26,,17.4473746,78.3832858,2016-06-18 10:56:34.723,,3389,3,"(17.4473746, 78.3832858)",1575
3970,28,,17.4473943,78.3833462,2016-06-18 14:05:21.505,,3484,2,"(17.4473943, 78.3833462)",2559
3990,15,12.0,17.4190794,78.4482997,2016-06-18 15:33:53.923,,261,65,"(17.4190794, 78.4482997)",4404
4041,30,,17.419481,78.448119,2016-06-18 16:50:42.460,,191,88,"(17.419481, 78.448119)",4705
4062,40,,17.4194289,78.4481186,2016-06-18 18:42:10.181,,1975,1,"(17.4194289, 78.4481186)",1379
4075,27,,17.4473835,78.3833337,2016-06-18 20:28:15.332,,788,141,"(17.4473835, 78.3833337)",984
4087,27,,17.4473884,78.3833066,2016-06-19 02:09:15.621,,15738,3,"(17.4473884, 78.3833066)",722
4090,25,,17.4474616,78.3833067,2016-06-22 10:05:37.990,,27858,10,"(17.4474616, 78.3833067)",6386
4148,21,,17.4474254,78.3832963,2016-06-24 15:34:44.132,,13336,2,"(17.4474254, 78.3832963)",4575
4168,22,,17.4474011,78.3832795,2016-06-24 19:28:41.888,,1597,4,"(17.4474011, 78.3832795)",9671
4220,24,,17.4474336,78.3832525,2016-06-25 01:30:46.072,,6536,0,"(17.4474336, 78.3832525)",2873
4230,27,,17.4474244,78.3833034,2016-06-25 03:18:44.064,,2160,6,"(17.4474244, 78.3833034)",931
4237,25,,17.4473995,78.3833262,2016-06-25 05:17:19.283,,2938,0,"(17.4473995, 78.3833262)",14983
4279,22,,17.4474489,78.3833328,2016-06-25 11:08:40.227,,6078,10,"(17.4474489, 78.3833328)",3577
4290,33,,17.4475243,78.383421,2016-06-25 13:08:27.070,,121,150,"(17.4475243, 78.383421)",7037
4311,10,301.0,17.4578832,78.3734114,2016-06-25 15:17:32.485,0.0,247,601,"(17.4578832, 78.3734114)",1979
4323,22,,17.4473823,78.3833349,2016-06-25 17:52:31.715,,3689,636,"(17.4473823, 78.3833349)",3172
4335,26,,17.447279,78.3833288,2016-06-26 00:27:11.491,,6479,13,"(17.447279, 78.3833288)",11262
4363,44,,17.447485,78.3832416,2016-06-26 04:20:00.600,,2699,0,"(17.447485, 78.3832416)",4047
4379,41,25.0,17.5720061,78.5582415,2016-06-26 09:02:00.644,1.0,960,8156,"(17.5720061, 78.5582415)",931
4387,32,,17.5728636,78.557146,2016-06-26 09:37:44.466,,867,52,"(17.5728636, 78.557146)",5850
4416,30,,17.5728259,78.5571505,2016-06-26 11:37:25.555,,1317,0,"(17.5728259, 78.5571505)",3330
4432,25,187.0,17.5734858,78.5578879,2016-06-26 12:44:56.743,,715,110,"(17.5734858, 78.5578879)",601
4443,30,,17.573121,78.5572795,2016-06-26 13:38:40.059,,307,64,"(17.573121, 78.5572795)",9131
4503,27,,17.5723683,78.5567976,2016-06-26 16:15:23.939,,245,72,"(17.5723683, 78.5567976)",4861
4534,27,,17.5728772,78.5571907,2016-06-26 18:08:18.731,,1310,6,"(17.5728772, 78.5571907)",8943
4583,30,,17.5729507,78.5571536,2016-06-27 02:17:36.916,,9450,0,"(17.5729507, 78.5571536)",3998
4600,27,,17.5729055,78.5571453,2016-06-27 03:47:11.129,,1371,22,"(17.5729055, 78.5571453)",4819
4639,34,,17.5728369,78.5572107,2016-06-27 05:08:15.064,,30,54,"(17.5728369, 78.5572107)",21515
4761,28,,17.5728555,78.5572207,2016-06-27 12:39:55.586,,2000,0,"(17.5728555, 78.5572207)",26596
4879,32,,17.5728341,78.5571655,2016-06-27 22:59:09.101,,7148,13,"(17.5728341, 78.5571655)",663
4882,30,,17.5727978,78.5572484,2016-06-28 01:41:53.078,,9100,0,"(17.5727978, 78.5572484)",3911
4897,27,,17.5729393,78.5571471,2016-06-28 03:27:23.306,,2414,22,"(17.5729393, 78.5571471)",9293
4971,36,,17.4337553,78.386657,2016-06-28 08:38:40.380,,4356,593,"(17.4337553, 78.386657)",789
4981,28,,17.4473812,78.3832302,2016-06-28 11:26:05.194,,6924,1480,"(17.4473812, 78.3832302)",10007
5043,40,,17.4474683,78.3833683,2016-06-28 14:43:19.589,,1797,17,"(17.4474683, 78.3833683)",1453
5054,36,297.0,17.4475716,78.3837972,2016-06-28 16:14:40.000,,938,591,"(17.4475716, 78.3837972)",10132
5100,34,,17.4474535,78.3832733,2016-06-28 19:32:24.733,,1713,3,"(17.4474535, 78.3832733)",1857
5104,29,,17.447337,78.3832618,2016-06-28 20:57:24.798,,3242,17,"(17.447337, 78.3832618)",720
5111,25,,17.4474578,78.3831516,2016-06-29 03:08:18.330,,11173,13,"(17.4474578, 78.3831516)",1015
5117,33,,17.4474157,78.3831836,2016-06-29 03:57:53.045,,1956,10,"(17.4474157, 78.3831836)",791
5122,30,,17.4474053,78.3832426,2016-06-29 06:17:38.695,,3982,0,"(17.4474053, 78.3832426)",10571
5174,34,,17.2350172,78.4310385,2016-06-29 10:31:52.638,,1749,231,"(17.2350172, 78.4310385)",1866
5216,32,,19.0763513,72.9105674,2016-06-29 15:36:08.420,,1307,4,"(19.0763513, 72.9105674)",3045
5249,25,24.0,19.0763647,72.9105149,2016-06-29 23:15:23.924,0.0,6646,0,"(19.0763647, 72.9105149)",874
5253,25,24.0,19.0763647,72.9105149,2016-06-30 00:35:11.210,0.0,3911,0,"(19.0763647, 72.9105149)",9321
5275,43,,19.076298,72.9106642,2016-06-30 04:17:57.489,,2796,17,"(19.076298, 72.9106642)",1362
5283,34,24.0,19.0762595,72.9106224,2016-06-30 05:31:57.929,1.0,3074,0,"(19.0762595, 72.9106224)",3539
5311,31,,19.0763604,72.910589,2016-06-30 08:06:17.181,,3169,4,"(19.0763604, 72.910589)",2103
5348,13,,19.0765521,72.9104924,2016-07-01 00:18:32.000,0.0,4940,20,"(19.0765521, 72.9104924)",689
5351,34,,19.0763761,72.9106874,2016-07-01 05:01:24.128,,14361,28,"(19.0763761, 72.9106874)",10281
5416,31,,19.0763504,72.9105788,2016-07-01 09:05:13.357,,219,111,"(19.0763504, 72.9105788)",601
5422,33,,19.0763273,72.9106218,2016-07-01 10:46:07.386,,5451,7,"(19.0763273, 72.9106218)",31707
5624,36,,19.0763837,72.9105353,2016-07-01 22:05:25.910,,5758,0,"(19.0763837, 72.9105353)",831
5627,36,,19.0763837,72.9105353,2016-07-02 01:09:47.970,,10229,0,"(19.0763837, 72.9105353)",6607
5643,36,,19.0763837,72.9105353,2016-07-02 03:46:28.129,,2785,0,"(19.0763837, 72.9105353)",1567
5672,29,,19.0763191,72.9105825,2016-07-02 05:28:32.885,,4540,2,"(19.0763191, 72.9105825)",4016
5730,23,,19.0763551,72.9105432,2016-07-02 09:39:04.164,,1420,248,"(19.0763551, 72.9105432)",1287
5742,32,,19.0763392,72.9105553,2016-07-02 10:55:35.003,,3298,10,"(19.0763392, 72.9105553)",10683
5790,20,,19.0763363,72.9105568,2016-07-02 17:22:11.898,,5490,3,"(19.0763363, 72.9105568)",2658
5799,33,,19.0763718,72.9105728,2016-07-02 18:59:37.022,,3183,5,"(19.0763718, 72.9105728)",974
5814,30,,19.0763466,72.9105973,2016-07-03 03:43:48.379,,2247,6,"(19.0763466, 72.9105973)",3202
5834,34,,19.0763773,72.9105575,2016-07-03 04:59:02.371,,1305,8,"(19.0763773, 72.9105575)",1168
5861,20,348.0,19.0765833,72.910403,2016-07-03 06:11:07.000,,121,383,"(19.0765833, 72.910403)",4300
5904,43,,19.0120911,73.023487,2016-07-03 09:04:55.517,,4198,2786,"(19.0120911, 73.023487)",2420
5914,25,,19.0122019,73.0234227,2016-07-03 11:24:24.008,,5944,3,"(19.0122019, 73.0234227)",1824
5928,34,,19.0763153,72.9106184,2016-07-03 14:41:15.304,,2031,7479,"(19.0763153, 72.9106184)",21591
6038,27,,19.0763794,72.9105584,2016-07-03 23:20:52.858,,5823,14,"(19.0763794, 72.9105584)",726
6041,37,,19.0763108,72.9106994,2016-07-04 01:50:58.347,,8278,4,"(19.0763108, 72.9106994)",1741
6045,34,,19.0763323,72.9106244,2016-07-04 03:35:01.294,,4500,16,"(19.0763323, 72.9106244)",6516
6091,33,,19.0763532,72.9105565,2016-07-04 06:33:36.892,,206,195,"(19.0763532, 72.9105565)",15649
6221,33,,19.0763716,72.9105282,2016-07-04 14:45:04.461,,296,288,"(19.0763716, 72.9105282)",895
6224,47,0.0,19.0763103,72.9106003,2016-07-04 16:16:24.000,0.0,4584,5,"(19.0763103, 72.9106003)",1094
6226,27,,19.0763054,72.9106103,2016-07-04 16:59:11.071,,1473,4,"(19.0763054, 72.9106103)",5060
6252,29,,19.0763249,72.9105953,2016-07-04 18:48:31.895,,1489,3,"(19.0763249, 72.9105953)",1092
6262,24,,19.0763914,72.9104842,2016-07-05 05:26:30.438,,7210,6,"(19.0763914, 72.9104842)",1013
6277,32,,19.0763323,72.9105593,2016-07-05 07:45:39.454,,2208,4,"(19.0763323, 72.9105593)",3230
6301,31,,19.0763372,72.9105761,2016-07-05 11:14:31.617,,100,93,"(19.0763372, 72.9105761)",4064
6347,15,306.0,19.0763659,72.9104767,2016-07-05 17:29:54.361,,2815,10,"(19.0763659, 72.9104767)",5980
6377,30,0.0,19.0763694,72.9105788,2016-07-05 20:32:04.000,0.0,4938,6,"(19.0763694, 72.9105788)",1828
6382,35,,19.0763719,72.9105469,2016-07-06 03:18:36.578,,22564,6,"(19.0763719, 72.9105469)",3872
6398,38,,19.0763792,72.9105074,2016-07-06 04:54:59.045,,1903,37,"(19.0763792, 72.9105074)",16483
6494,22,,19.076362,72.9105943,2016-07-06 14:55:33.543,,6035,127,"(19.076362, 72.9105943)",14079
6580,10,,19.0764121,72.9104946,2016-07-07 02:48:46.806,0.0,6526,8,"(19.0764121, 72.9104946)",5647
6616,28,,19.0763212,72.9106109,2016-07-07 07:57:23.437,,5796,119,"(19.0763212, 72.9106109)",5627
6661,32,,19.0763443,72.9105747,2016-07-07 11:35:14.554,,433,380,"(19.0763443, 72.9105747)",1734
6667,33,,19.0763208,72.9105422,2016-07-07 13:14:00.729,,4190,5,"(19.0763208, 72.9105422)",14504
6804,26,,19.0764043,72.9104203,2016-07-08 02:55:01.754,,6769,6,"(19.0764043, 72.9104203)",6142
6837,36,,19.0762988,72.9055606,2016-07-08 05:44:51.778,,3660,217,"(19.0762988, 72.9055606)",3498
6849,32,,19.07637,72.9105882,2016-07-08 06:49:07.970,,354,522,"(19.07637, 72.9105882)",607
6857,31,,19.0763551,72.9105904,2016-07-08 07:22:16.675,,1379,3,"(19.0763551, 72.9105904)",617
6861,30,,19.0763247,72.9105882,2016-07-08 08:19:19.759,,2804,3,"(19.0763247, 72.9105882)",34579
7156,40,,19.0763379,72.9106859,2016-07-08 19:05:47.199,,4090,11,"(19.0763379, 72.9106859)",1359
7166,26,,19.0763399,72.9105113,2016-07-08 19:53:39.611,,1510,12,"(19.0763399, 72.9105113)",1916
7173,34,,19.0763615,72.9105481,2016-07-09 01:45:22.307,,9168,50,"(19.0763615, 72.9105481)",1948
7185,40,,19.0763808,72.9105514,2016-07-09 04:01:34.153,,1742,3,"(19.0763808, 72.9105514)",19961
7283,26,,19.0763137,72.9106292,2016-07-09 10:12:22.734,,2243,15,"(19.0763137, 72.9106292)",9769
7368,27,,19.0763127,72.9106134,2016-07-09 13:19:16.964,,1410,5,"(19.0763127, 72.9106134)",2896
7385,20,0.0,19.0764046,72.9105957,2016-07-09 14:29:35.000,0.0,1316,5,"(19.0764046, 72.9105957)",6575
7450,34,,19.0763366,72.9106269,2016-07-10 01:45:07.808,,2702,2589,"(19.0763366, 72.9106269)",1831
7457,31,,19.0763162,72.9105633,2016-07-10 09:00:57.580,,24316,19,"(19.0763162, 72.9105633)",12098
7524,37,,19.0763702,72.9105177,2016-07-10 13:22:33.301,,3567,3,"(19.0763702, 72.9105177)",3337
7566,32,,19.0763181,72.9106161,2016-07-10 18:06:20.304,,3343,4,"(19.0763181, 72.9106161)",1741
7576,28,,19.0763482,72.9106269,2016-07-10 23:16:36.970,,9397,34,"(19.0763482, 72.9106269)",804
7579,30,,19.0763292,72.9106455,2016-07-11 00:02:53.457,,1971,6,"(19.0763292, 72.9106455)",3589
7612,30,,19.0763226,72.9105794,2016-07-11 07:31:26.654,,1607,1178,"(19.0763226, 72.9105794)",750
7668,29,,19.0763225,72.910597,2016-07-12 11:27:51.792,,1538,0,"(19.0763225, 72.910597)",24814
7848,40,,19.0763703,72.9105423,2016-07-12 19:11:47.706,,2941,3,"(19.0763703, 72.9105423)",2195
7859,27,,19.0763174,72.9106173,2016-07-13 00:08:06.578,,2142,16,"(19.0763174, 72.9106173)",3014
7886,31,,19.0763211,72.9106151,2016-07-13 08:45:32.029,,2480,1044,"(19.0763211, 72.9106151)",3304
7911,30,,19.0763295,72.910591,2016-07-13 11:42:01.133,,7276,6,"(19.0763295, 72.910591)",25605
8063,37,,19.076272,72.9107034,2016-07-13 19:10:44.631,,1258,8,"(19.076272, 72.9107034)",2500
8072,19,287.0,19.0764299,72.910489,2016-07-14 00:33:53.471,0.0,11872,3,"(19.0764299, 72.910489)",697
8076,30,,19.0763383,72.9105965,2016-07-14 02:07:06.433,,4894,17,"(19.0763383, 72.9105965)",3891
8136,24,,19.0762991,72.9105914,2016-07-16 16:09:12.662,,310,154,"(19.0762991, 72.9105914)",9188
8247,34,,19.0763019,72.9106172,2016-07-17 04:58:53.225,,19786,18,"(19.0763019, 72.9106172)",21548
8552,49,,19.0840097,72.9080839,2016-07-17 14:15:10.856,,1265,634,"(19.0840097, 72.9080839)",3190
8585,7,,19.0767003,72.9106636,2016-07-17 15:34:40.000,,120,155,"(19.0767003, 72.9106636)",10569
8655,31,243.0,19.0763853,72.910559,2016-07-17 19:23:07.000,,117,138,"(19.0763853, 72.910559)",4424
8673,36,,19.0763826,72.9105105,2016-07-17 21:50:52.990,,4437,3,"(19.0763826, 72.9105105)",3915
8682,37,,19.0763582,72.910515,2016-07-18 00:20:46.461,,5074,10,"(19.0763582, 72.910515)",2165
8688,38,,19.0763697,72.9105021,2016-07-18 02:03:47.603,,4013,5,"(19.0763697, 72.9105021)",829
8696,26,,19.0763753,72.9105062,2016-07-18 03:12:13.561,,3273,0,"(19.0763753, 72.9105062)",8966
8968,17,,19.0763223,72.9105923,2016-07-18 14:01:46.854,,838,93,"(19.0763223, 72.9105923)",4442
8999,22,,19.0795763,72.9096009,2016-07-18 15:34:17.964,,1097,373,"(19.0795763, 72.9096009)",2680
9023,24,147.0,19.0765816,72.9105967,2016-07-18 16:32:43.000,,814,348,"(19.0765816, 72.9105967)",8683
9073,34,,19.0763809,72.9105587,2016-07-18 22:08:26.459,,8114,9,"(19.0763809, 72.9105587)",2813
9083,31,,19.0763655,72.9105947,2016-07-19 02:55:44.318,,2663,11,"(19.0763655, 72.9105947)",8535
9179,39,39.0,19.0761017,72.9100066,2016-07-19 05:18:39.000,2.0,15,93,"(19.0761017, 72.9100066)",743
9197,49,,19.1073226,72.8371746,2016-07-19 07:41:38.885,,2522,34,"(19.1073226, 72.8371746)",4150
9219,25,,19.1074269,72.8368716,2016-07-19 09:43:24.674,,3143,6,"(19.1074269, 72.8368716)",876
9232,27,,19.0763165,72.9105686,2016-07-19 12:42:08.325,,247,238,"(19.0763165, 72.9105686)",6930
9349,25,,19.0762931,72.9105429,2016-07-19 15:43:38.249,,1914,32,"(19.0762931, 72.9105429)",8830
9385,37,,19.0764087,72.9105692,2016-07-19 18:54:18.072,,2593,7,"(19.0764087, 72.9105692)",1087
9418,20,,19.0764013,72.910577,2016-07-20 12:15:00.427,,485,560,"(19.0764013, 72.910577)",3949
9472,30,,19.0800877,72.9045929,2016-07-20 14:09:24.629,,1876,450,"(19.0800877, 72.9045929)",732
9479,23,,19.0763233,72.9105471,2016-07-20 14:48:02.969,,118,188,"(19.0763233, 72.9105471)",3046
